id,tag,donor,distSpatial,donors,distSpatials
cat-10319,hlr,cat-10215,128,cat-10215,128
cat-10330,hlr,cat-10215,169,cat-10215,169
cat-10351,hlr,cat-12846,441,"cat-12846,cat-16885","441,458"
cat-10450,hlr,cat-10215,241,"cat-10215,cat-12846,cat-16885","241,523,540"
cat-10457,hlr,cat-10215,248,cat-10215,248
cat-10458,hlr,cat-10215,261,cat-10215,261
cat-10467,hlr,cat-10215,255,cat-10215,255
cat-10480,hlr,cat-10215,271,cat-10215,271
cat-10497,hlr,cat-10215,245,cat-10215,245
cat-10823,hlr,cat-10215,172,cat-10215,172
cat-10864,hlr,cat-10215,244,cat-10215,244
cat-10885,hlr,cat-10215,229,cat-10215,229
cat-11028,hlr,cat-10215,144,cat-10215,144
cat-11036,hlr,cat-10215,150,cat-10215,150
cat-11037,hlr,cat-10215,153,cat-10215,153
cat-11041,hlr,cat-10215,154,cat-10215,154
cat-11096,hlr,cat-10215,172,cat-10215,172
cat-11145,hlr,cat-12846,459,"cat-12846,cat-16885","459,485"
cat-11542,hlr,cat-10215,223,cat-10215,223
cat-11543,hlr,cat-10215,225,cat-10215,225
cat-11735,hlr,cat-10215,267,cat-10215,267
cat-11806,hlr,cat-10215,232,cat-10215,232
cat-11871,hlr,cat-12846,445,"cat-12846,cat-16885","445,461"
cat-11946,hlr,cat-10215,254,cat-10215,254
cat-11954,hlr,cat-10215,127,cat-10215,127
cat-12018,hlr,cat-10215,177,cat-10215,177
cat-12020,hlr,cat-10215,179,cat-10215,179
cat-12032,hlr,cat-10215,268,cat-10215,268
cat-12036,hlr,cat-10215,265,cat-10215,265
cat-12037,hlr,cat-10215,266,cat-10215,266
cat-12043,hlr,cat-10215,260,cat-10215,260
cat-12049,hlr,cat-10215,251,cat-10215,251
cat-12050,hlr,cat-10215,247,cat-10215,247
cat-12055,hlr,cat-10215,258,cat-10215,258
cat-12057,hlr,cat-10215,258,cat-10215,258
cat-12058,hlr,cat-10215,256,cat-10215,256
cat-12062,hlr,cat-10215,254,cat-10215,254
cat-12096,hlr,cat-10215,180,cat-10215,180
cat-12099,hlr,cat-12846,456,"cat-12846,cat-16885","456,484"
cat-12109,hlr,cat-10215,147,cat-10215,147
cat-12111,hlr,cat-10215,143,cat-10215,143
cat-12113,hlr,cat-10215,137,cat-10215,137
cat-12114,hlr,cat-10215,143,cat-10215,143
cat-12119,hlr,cat-10215,154,cat-10215,154
cat-12120,hlr,cat-10215,157,cat-10215,157
cat-12121,hlr,cat-10215,150,cat-10215,150
cat-12142,hlr,cat-10215,266,cat-10215,266
cat-12145,hlr,cat-10215,274,cat-10215,274
cat-13301,hlr,cat-10215,143,"cat-10215,cat-12846,cat-16885","143,419,446"
cat-14126,hlr,cat-10215,411,"cat-10215,cat-16885,cat-12846","411,680,701"
cat-14133,hlr,cat-16885,676,"cat-16885,cat-12846","676,698"
cat-14146,hlr,cat-10215,419,cat-10215,419
cat-14239,hlr,cat-10215,377,cat-10215,377
cat-14240,hlr,cat-10215,374,cat-10215,374
cat-14249,hlr,cat-16885,643,"cat-16885,cat-12846","643,667"
cat-14256,hlr,cat-10215,357,cat-10215,357
cat-14257,hlr,cat-10215,360,cat-10215,360
cat-14291,hlr,cat-10215,352,cat-10215,352
cat-14298,hlr,cat-10215,345,cat-10215,345
cat-14299,hlr,cat-10215,348,cat-10215,348
cat-14327,hlr,cat-16885,615,"cat-16885,cat-12846","615,630"
cat-14371,hlr,cat-10215,315,cat-10215,315
cat-14417,hlr,cat-10215,299,cat-10215,299
cat-14473,hlr,cat-10215,420,"cat-10215,cat-16885,cat-12846","420,697,711"
cat-14480,hlr,cat-16885,654,"cat-16885,cat-12846","654,671"
cat-14489,hlr,cat-10215,361,cat-10215,361
cat-14755,hlr,cat-10215,285,cat-10215,285
cat-14808,hlr,cat-10215,305,cat-10215,305
cat-14927,hlr,cat-10215,333,cat-10215,333
cat-14974,hlr,cat-10215,316,cat-10215,316
cat-14980,hlr,cat-10215,324,cat-10215,324
cat-14990,hlr,cat-10215,308,cat-10215,308
cat-14993,hlr,cat-10215,304,cat-10215,304
cat-14997,hlr,cat-10215,298,cat-10215,298
cat-15002,hlr,cat-10215,295,cat-10215,295
cat-15104,hlr,cat-16885,603,"cat-16885,cat-12846","603,622"
cat-15185,hlr,cat-10215,350,cat-10215,350
cat-15192,hlr,cat-10215,347,cat-10215,347
cat-15252,hlr,cat-10215,354,cat-10215,354
cat-15315,hlr,cat-10215,370,cat-10215,370
cat-15318,hlr,cat-10215,371,cat-10215,371
cat-15321,hlr,cat-10215,369,cat-10215,369
cat-15342,hlr,cat-10215,356,cat-10215,356
cat-15348,hlr,cat-10215,357,cat-10215,357
cat-15350,hlr,cat-10215,360,cat-10215,360
cat-15360,hlr,cat-10215,373,cat-10215,373
cat-15372,hlr,cat-16885,649,"cat-16885,cat-12846","649,672"
cat-15407,hlr,cat-10215,376,cat-10215,376
cat-15503,hlr,cat-10215,396,cat-10215,396
cat-15520,hlr,cat-10215,386,cat-10215,386
cat-15678,hlr,cat-10215,354,cat-10215,354
cat-15685,hlr,cat-10215,409,"cat-10215,cat-16885,cat-12846","409,677,699"
cat-15713,hlr,cat-10215,361,cat-10215,361
cat-15725,hlr,cat-10215,406,cat-10215,406
cat-15792,hlr,cat-10215,316,cat-10215,316
cat-15823,hlr,cat-10215,287,cat-10215,287
cat-15827,hlr,cat-10215,285,cat-10215,285
cat-15831,hlr,cat-10215,295,"cat-10215,cat-16885,cat-12846","295,577,586"
cat-15835,hlr,cat-16885,576,"cat-16885,cat-12846","576,586"
cat-15841,hlr,cat-10215,303,cat-10215,303
cat-15864,hlr,cat-16885,670,"cat-16885,cat-12846","670,685"
cat-15878,hlr,cat-10215,411,"cat-10215,cat-16885,cat-12846","411,674,701"
cat-15880,hlr,cat-10215,412,cat-10215,412
cat-15884,hlr,cat-10215,178,cat-10215,178
cat-15885,hlr,cat-10215,173,cat-10215,173
cat-15945,hlr,cat-16885,422,"cat-16885,cat-12846","422,426"
cat-15947,hlr,cat-10215,138,cat-10215,138
cat-15948,hlr,cat-10215,130,cat-10215,130
cat-15949,hlr,cat-10215,144,cat-10215,144
cat-15975,hlr,cat-10215,137,cat-10215,137
cat-16061,hlr,cat-16885,385,"cat-16885,cat-12846","385,388"
cat-16086,hlr,cat-10215,116,cat-10215,116
cat-16227,hlr,cat-10215,120,cat-10215,120
cat-16251,hlr,cat-10215,160,cat-10215,160
cat-16273,hlr,cat-16885,439,"cat-16885,cat-12846","439,442"
cat-16278,hlr,cat-16885,434,"cat-16885,cat-12846","434,439"
cat-16282,hlr,cat-10215,157,cat-10215,157
cat-16303,hlr,cat-10215,185,cat-10215,185
cat-16428,hlr,cat-16885,441,"cat-16885,cat-12846","441,454"
cat-16435,hlr,cat-10215,107,cat-10215,107
cat-16444,hlr,cat-10215,182,cat-10215,182
cat-16448,hlr,cat-10215,104,cat-10215,104
cat-16451,hlr,cat-10215,102,cat-10215,102
cat-16459,hlr,cat-10215,108,cat-10215,108
cat-16461,hlr,cat-10215,113,cat-10215,113
cat-16466,hlr,cat-10215,114,cat-10215,114
cat-16469,hlr,cat-10215,117,"cat-10215,cat-16885,cat-12846","117,404,407"
cat-16471,hlr,cat-10215,118,cat-10215,118
cat-16472,hlr,cat-10215,126,"cat-10215,cat-12846,cat-16885","126,416,416"
cat-16473,hlr,cat-10215,127,cat-10215,127
cat-16476,hlr,cat-10215,130,"cat-10215,cat-16885,cat-12846","130,414,420"
cat-16477,hlr,cat-10215,127,cat-10215,127
cat-16479,hlr,cat-16885,448,"cat-16885,cat-12846","448,461"
cat-16482,hlr,cat-10215,125,cat-10215,125
cat-16485,hlr,cat-10215,109,cat-10215,109
cat-16497,hlr,cat-10215,183,cat-10215,183
cat-16509,hlr,cat-10215,133,cat-10215,133
cat-16524,hlr,cat-10215,149,cat-10215,149
cat-16528,hlr,cat-10215,165,cat-10215,165
cat-16529,hlr,cat-10215,156,cat-10215,156
cat-16532,hlr,cat-10215,174,cat-10215,174
cat-16546,hlr,cat-16885,440,"cat-16885,cat-12846","440,445"
cat-16547,hlr,cat-10215,156,cat-10215,156
cat-16548,hlr,cat-10215,185,cat-10215,185
cat-16572,hlr,cat-10215,458,"cat-10215,cat-16885,cat-12846","458,723,748"
cat-16773,hlr,cat-10215,71,cat-10215,71
cat-16874,hlr,cat-10215,34,cat-10215,34
cat-16875,hlr,cat-10215,28,cat-10215,28
cat-16877,hlr,cat-10215,30,cat-10215,30
cat-16899,hlr,cat-10215,19,cat-10215,19
cat-16903,hlr,cat-10215,19,cat-10215,19
cat-16914,hlr,cat-10215,24,cat-10215,24
cat-16915,hlr,cat-10215,24,cat-10215,24
cat-16926,hlr,cat-10215,24,cat-10215,24
cat-16930,hlr,cat-10215,23,cat-10215,23
cat-16936,hlr,cat-10215,30,cat-10215,30
cat-16938,hlr,cat-10215,33,cat-10215,33
cat-16950,hlr,cat-10215,28,cat-10215,28
cat-16951,hlr,cat-10215,27,cat-10215,27
cat-16955,hlr,cat-10215,32,cat-10215,32
cat-16959,hlr,cat-10215,32,cat-10215,32
cat-16969,hlr,cat-10215,40,cat-10215,40
cat-16976,hlr,cat-10215,39,cat-10215,39
cat-16981,hlr,cat-10215,41,cat-10215,41
cat-16987,hlr,cat-10215,38,cat-10215,38
cat-16988,hlr,cat-10215,31,cat-10215,31
cat-16992,hlr,cat-10215,38,cat-10215,38
cat-16999,hlr,cat-10215,35,cat-10215,35
cat-17003,hlr,cat-10215,27,cat-10215,27
cat-17174,hlr,cat-12846,341,"cat-12846,cat-16885","341,368"
cat-17177,hlr,cat-10215,63,cat-10215,63
cat-17302,hlr,cat-10215,55,cat-10215,55
cat-17360,hlr,cat-12846,358,"cat-12846,cat-16885","358,383"
cat-17395,hlr,cat-10215,76,cat-10215,76
cat-17396,hlr,cat-10215,79,cat-10215,79
cat-17416,hlr,cat-10215,96,"cat-10215,cat-12846,cat-16885","96,386,387"
cat-17446,hlr,cat-10215,23,cat-10215,23
cat-17467,hlr,cat-10215,32,cat-10215,32
cat-17473,hlr,cat-10215,36,cat-10215,36
cat-17496,hlr,cat-10215,60,cat-10215,60
cat-17547,hlr,cat-12846,330,"cat-12846,cat-16885","330,345"
cat-17579,hlr,cat-10215,17,cat-10215,17
cat-17581,hlr,cat-10215,13,cat-10215,13
cat-17827,hlr,cat-10215,10,cat-10215,10
cat-17902,hlr,cat-10215,13,cat-10215,13
cat-17909,hlr,cat-10215,9,cat-10215,9
cat-17916,hlr,cat-12846,293,"cat-12846,cat-16885","293,309"
cat-17927,hlr,cat-12846,294,"cat-12846,cat-16885","294,312"
cat-18806,hlr,cat-10215,16,cat-10215,16
cat-18809,hlr,cat-10215,16,cat-10215,16
cat-18880,hlr,cat-10215,15,cat-10215,15
cat-18976,hlr,cat-12846,289,"cat-12846,cat-16885","289,297"
cat-18979,hlr,cat-12846,283,"cat-12846,cat-16885","283,299"
cat-19007,hlr,cat-12846,248,"cat-12846,cat-16885","248,264"
cat-19009,hlr,cat-12846,247,"cat-12846,cat-16885","247,265"
cat-19011,hlr,cat-12846,246,"cat-12846,cat-16885","246,268"
cat-19021,hlr,cat-12846,246,"cat-12846,cat-16885","246,275"
cat-19033,hlr,cat-10215,49,cat-10215,49
cat-19036,hlr,cat-10215,52,cat-10215,52
cat-19041,hlr,cat-12846,240,"cat-12846,cat-16885","240,271"
cat-19053,hlr,cat-10215,56,cat-10215,56
cat-19054,hlr,cat-12846,238,cat-12846,238
cat-19064,hlr,cat-10215,59,cat-10215,59
cat-19065,hlr,cat-10215,64,cat-10215,64
cat-19078,hlr,cat-10215,71,cat-10215,71
cat-19081,hlr,cat-12846,219,"cat-12846,cat-16885","219,227"
cat-19089,hlr,cat-10215,55,cat-10215,55
cat-19090,hlr,cat-10215,52,cat-10215,52
cat-19094,hlr,cat-10215,45,cat-10215,45
cat-19095,hlr,cat-10215,40,cat-10215,40
cat-19110,hlr,cat-12846,266,"cat-12846,cat-16885","266,283"
cat-19125,hlr,cat-12846,257,"cat-12846,cat-16885","257,279"
cat-19142,hlr,cat-12846,283,"cat-12846,cat-16885","283,294"
cat-19143,hlr,cat-12846,221,"cat-12846,cat-16885","221,221"
cat-19144,hlr,cat-10215,85,cat-10215,85
cat-19148,hlr,cat-16885,220,"cat-16885,cat-12846","220,224"
cat-19180,hlr,cat-10215,69,cat-10215,69
cat-19197,hlr,cat-10215,59,cat-10215,59
cat-19203,hlr,cat-10215,65,cat-10215,65
cat-19207,hlr,cat-10215,70,cat-10215,70
cat-19212,hlr,cat-12846,227,"cat-12846,cat-16885","227,231"
cat-19214,hlr,cat-10215,77,cat-10215,77
cat-19219,hlr,cat-10215,76,cat-10215,76
cat-19224,hlr,cat-12846,224,"cat-12846,cat-16885","224,230"
cat-19226,hlr,cat-12846,223,"cat-12846,cat-16885","223,229"
cat-19229,hlr,cat-12846,220,"cat-12846,cat-16885","220,223"
cat-19230,hlr,cat-10215,78,cat-10215,78
cat-19233,hlr,cat-12846,214,"cat-12846,cat-16885","214,220"
cat-19235,hlr,cat-12846,213,"cat-12846,cat-16885","213,224"
cat-19238,hlr,cat-12846,210,"cat-12846,cat-16885","210,220"
cat-19240,hlr,cat-12846,207,"cat-12846,cat-16885","207,221"
cat-19244,hlr,cat-12846,214,"cat-12846,cat-16885","214,219"
cat-19253,hlr,cat-12846,199,"cat-12846,cat-16885","199,217"
cat-19256,hlr,cat-12846,193,"cat-12846,cat-16885","193,213"
cat-19258,hlr,cat-12846,195,"cat-12846,cat-16885","195,218"
cat-19270,hlr,cat-12846,190,"cat-12846,cat-16885","190,212"
cat-19275,hlr,cat-12846,187,"cat-12846,cat-16885","187,205"
cat-19278,hlr,cat-12846,204,"cat-12846,cat-16885","204,214"
cat-19287,hlr,cat-12846,218,"cat-12846,cat-16885","218,220"
cat-19300,hlr,cat-10215,73,cat-10215,73
cat-19306,hlr,cat-12846,216,"cat-12846,cat-16885","216,230"
cat-19309,hlr,cat-12846,214,"cat-12846,cat-16885","214,226"
cat-19335,hlr,cat-12846,218,"cat-12846,cat-16885","218,237"
cat-19390,hlr,cat-12846,210,"cat-12846,cat-16885","210,228"
cat-19391,hlr,cat-12846,198,"cat-12846,cat-16885","198,222"
cat-19401,hlr,cat-12846,199,"cat-12846,cat-16885","199,226"
cat-19451,hlr,cat-10215,82,cat-10215,82
cat-19484,hlr,cat-10215,65,cat-10215,65
cat-19486,hlr,cat-10215,67,cat-10215,67
cat-19492,hlr,cat-10215,64,cat-10215,64
cat-19499,hlr,cat-12846,222,"cat-12846,cat-16885","222,243"
cat-19511,hlr,cat-10215,63,cat-10215,63
cat-19513,hlr,cat-12846,231,"cat-12846,cat-16885","231,247"
cat-19518,hlr,cat-10215,57,cat-10215,57
cat-19526,hlr,cat-12846,233,"cat-12846,cat-16885","233,254"
cat-19529,hlr,cat-12846,231,"cat-12846,cat-16885","231,254"
cat-19538,hlr,cat-10215,52,cat-10215,52
cat-19543,hlr,cat-12846,240,"cat-12846,cat-16885","240,264"
cat-19544,hlr,cat-12846,240,"cat-12846,cat-16885","240,262"
cat-19552,hlr,cat-12846,242,"cat-12846,cat-16885","242,268"
cat-19591,hlr,cat-12846,236,"cat-12846,cat-16885","236,263"
cat-19655,hlr,cat-12846,240,"cat-12846,cat-16885","240,259"
cat-19661,hlr,cat-10215,47,cat-10215,47
cat-19662,hlr,cat-10215,45,cat-10215,45
cat-19664,hlr,cat-10215,48,cat-10215,48
cat-19696,hlr,cat-12846,257,"cat-12846,cat-16885","257,281"
cat-19802,hlr,cat-12846,244,"cat-12846,cat-16885","244,274"
cat-19809,hlr,cat-12846,250,"cat-12846,cat-16885","250,275"
cat-19821,hlr,cat-10215,46,cat-10215,46
cat-19822,hlr,cat-12846,254,"cat-12846,cat-16885","254,273"
cat-19846,hlr,cat-12846,269,"cat-12846,cat-16885","269,282"
cat-19848,hlr,cat-12846,270,"cat-12846,cat-16885","270,281"
cat-19849,hlr,cat-12846,267,"cat-12846,cat-16885","267,281"
cat-19875,hlr,cat-12846,256,"cat-12846,cat-16885","256,272"
cat-19876,hlr,cat-12846,254,"cat-12846,cat-16885","254,268"
cat-19886,hlr,cat-10215,52,cat-10215,52
cat-19888,hlr,cat-10215,56,cat-10215,56
cat-19889,hlr,cat-10215,52,cat-10215,52
cat-19890,hlr,cat-10215,54,cat-10215,54
cat-19892,hlr,cat-16885,247,"cat-16885,cat-12846","247,248"
cat-19900,hlr,cat-12846,251,"cat-12846,cat-16885","251,252"
cat-19945,hlr,cat-12846,277,"cat-12846,cat-16885","277,284"
cat-19949,hlr,cat-12846,276,"cat-12846,cat-16885","276,282"
cat-19950,hlr,cat-12846,274,"cat-12846,cat-16885","274,282"
cat-19951,hlr,cat-12846,272,"cat-12846,cat-16885","272,280"
cat-19954,hlr,cat-12846,279,"cat-12846,cat-16885","279,286"
cat-19959,hlr,cat-12846,281,"cat-12846,cat-16885","281,290"
cat-19961,hlr,cat-12846,282,"cat-12846,cat-16885","282,291"
cat-19962,hlr,cat-12846,278,"cat-12846,cat-16885","278,291"
cat-19965,hlr,cat-12846,273,"cat-12846,cat-16885","273,289"
cat-19975,hlr,cat-12846,273,"cat-12846,cat-16885","273,286"
cat-19977,hlr,cat-12846,270,"cat-12846,cat-16885","270,285"
cat-19987,hlr,cat-12846,277,"cat-12846,cat-16885","277,293"
cat-20043,hlr,cat-12846,289,"cat-12846,cat-16885","289,293"
cat-20047,hlr,cat-10215,3,cat-10215,3
cat-20067,hlr,cat-10215,3,cat-10215,3
cat-20069,hlr,cat-12846,285,"cat-12846,cat-16885","285,299"
cat-20071,hlr,cat-12846,285,"cat-12846,cat-16885","285,298"
cat-20074,hlr,cat-10215,11,cat-10215,11
cat-20078,hlr,cat-12846,295,"cat-12846,cat-16885","295,303"
cat-20092,hlr,cat-12846,294,"cat-12846,cat-16885","294,298"
cat-20093,hlr,cat-10215,15,cat-10215,15
cat-20095,hlr,cat-10215,17,cat-10215,17
cat-20102,hlr,cat-12846,305,"cat-12846,cat-16885","305,309"
cat-20105,hlr,cat-12846,228,"cat-12846,cat-16885","228,251"
cat-20106,hlr,cat-12846,224,"cat-12846,cat-16885","224,251"
cat-20124,hlr,cat-16885,216,"cat-16885,cat-12846","216,217"
cat-20126,hlr,cat-16885,212,"cat-16885,cat-12846","212,217"
cat-20128,hlr,cat-16885,221,"cat-16885,cat-12846","221,224"
cat-20151,hlr,cat-12846,279,"cat-12846,cat-16885","279,294"
cat-20165,hlr,cat-10215,57,cat-10215,57
cat-20166,hlr,cat-12846,240,cat-12846,240
cat-20169,hlr,cat-10215,60,"cat-10215,cat-12846,cat-16885","60,235,244"
cat-20174,hlr,cat-10215,65,"cat-10215,cat-12846,cat-16885","65,232,237"
cat-20185,hlr,cat-12846,201,"cat-12846,cat-16885","201,223"
cat-20194,hlr,cat-12846,246,"cat-12846,cat-16885","246,271"
cat-20202,hlr,cat-16885,206,"cat-16885,cat-12846","206,216"
cat-20204,hlr,cat-10215,48,cat-10215,48
cat-20208,hlr,cat-12846,237,"cat-12846,cat-16885","237,256"
cat-20209,hlr,cat-12846,239,"cat-12846,cat-16885","239,266"
cat-20218,hlr,cat-12846,228,"cat-12846,cat-16885","228,252"
cat-20223,hlr,cat-16885,210,"cat-16885,cat-12846","210,218"
cat-20232,hlr,cat-12846,213,"cat-12846,cat-16885","213,227"
cat-20236,hlr,cat-12846,219,"cat-12846,cat-16885","219,235"
cat-20247,hlr,cat-12846,226,"cat-12846,cat-16885","226,248"
cat-20276,hlr,cat-10215,15,cat-10215,15
cat-20277,hlr,cat-12846,282,"cat-12846,cat-16885","282,296"
cat-20284,hlr,cat-12846,278,"cat-12846,cat-16885","278,297"
cat-20299,hlr,cat-10215,56,cat-10215,56
cat-20300,hlr,cat-12846,225,"cat-12846,cat-16885","225,236"
cat-20302,hlr,cat-12846,207,"cat-12846,cat-16885","207,232"
cat-21162,hlr,cat-12846,231,"cat-12846,cat-16885","231,322"
cat-21172,hlr,cat-12846,228,"cat-12846,cat-16885","228,319"
cat-21178,hlr,cat-10215,120,cat-10215,120
cat-21180,hlr,cat-10215,120,"cat-10215,cat-12846,cat-16885","120,253,333"
cat-21199,hlr,cat-10215,106,cat-10215,106
cat-21241,hlr,cat-10215,103,cat-10215,103
cat-21269,hlr,cat-12846,258,"cat-12846,cat-16885","258,320"
cat-21273,hlr,cat-12846,254,"cat-12846,cat-16885","254,315"
cat-21280,hlr,cat-12846,252,"cat-12846,cat-16885","252,307"
cat-21288,hlr,cat-12846,259,"cat-12846,cat-16885","259,313"
cat-21303,hlr,cat-12846,250,"cat-12846,cat-16885","250,303"
cat-21309,hlr,cat-12846,247,"cat-12846,cat-16885","247,300"
cat-21318,hlr,cat-10215,74,"cat-10215,cat-12846,cat-16885","74,246,300"
cat-21328,hlr,cat-12846,236,"cat-12846,cat-16885","236,284"
cat-21356,hlr,cat-10215,93,cat-10215,93
cat-21359,hlr,cat-10215,97,cat-10215,97
cat-21382,hlr,cat-10215,107,cat-10215,107
cat-21431,hlr,cat-10215,109,cat-10215,109
cat-21433,hlr,cat-12846,229,"cat-12846,cat-16885","229,303"
cat-21435,hlr,cat-10215,105,cat-10215,105
cat-21438,hlr,cat-10215,106,"cat-10215,cat-12846,cat-16885","106,228,300"
cat-21441,hlr,cat-12846,241,"cat-12846,cat-16885","241,296"
cat-21446,hlr,cat-10215,101,cat-10215,101
cat-21454,hlr,cat-12846,237,"cat-12846,cat-16885","237,307"
cat-21455,hlr,cat-10215,89,"cat-10215,cat-12846,cat-16885","89,240,303"
cat-21463,hlr,cat-10215,75,"cat-10215,cat-12846,cat-16885","75,250,305"
cat-21465,hlr,cat-12846,239,"cat-12846,cat-16885","239,311"
cat-21471,hlr,cat-12846,242,"cat-12846,cat-16885","242,314"
cat-21473,hlr,cat-10215,99,"cat-10215,cat-12846,cat-16885","99,251,320"
cat-21506,hlr,cat-12846,180,"cat-12846,cat-16885","180,253"
cat-21621,hlr,cat-12846,178,"cat-12846,cat-16885","178,251"
cat-22276,hlr,cat-12846,173,"cat-12846,cat-16885","173,249"
cat-22287,hlr,cat-12846,186,"cat-12846,cat-16885","186,257"
cat-22290,hlr,cat-12846,169,"cat-12846,cat-16885","169,247"
cat-22299,hlr,cat-12846,104,"cat-12846,cat-16885","104,194"
cat-22375,hlr,cat-12846,150,cat-12846,150
cat-22376,hlr,cat-12846,147,cat-12846,147
cat-22380,hlr,cat-12846,137,"cat-12846,cat-16885","137,169"
cat-22382,hlr,cat-12846,133,"cat-12846,cat-16885","133,168"
cat-22393,hlr,cat-12846,128,"cat-12846,cat-16885","128,158"
cat-22413,hlr,cat-12846,126,"cat-12846,cat-16885","126,152"
cat-22417,hlr,cat-12846,120,"cat-12846,cat-16885","120,146"
cat-22418,hlr,cat-12846,121,"cat-12846,cat-16885","121,141"
cat-22420,hlr,cat-12846,118,"cat-12846,cat-16885","118,136"
cat-22428,hlr,cat-12846,113,"cat-12846,cat-16885","113,136"
cat-22434,hlr,cat-10215,192,cat-10215,192
cat-22435,hlr,cat-12846,109,cat-12846,109
cat-22447,hlr,cat-12846,105,"cat-12846,cat-16885","105,134"
cat-22450,hlr,cat-12846,112,cat-12846,112
cat-22456,hlr,cat-12846,117,"cat-12846,cat-16885","117,148"
cat-22459,hlr,cat-12846,107,cat-12846,107
cat-22462,hlr,cat-12846,103,"cat-12846,cat-16885","103,141"
cat-22467,hlr,cat-12846,124,cat-12846,124
cat-22469,hlr,cat-12846,127,"cat-12846,cat-16885","127,145"
cat-22470,hlr,cat-12846,122,"cat-12846,cat-16885","122,137"
cat-22474,hlr,cat-12846,137,"cat-12846,cat-16885","137,164"
cat-22481,hlr,cat-12846,89,"cat-12846,cat-16885","89,152"
cat-22488,hlr,cat-10215,199,cat-10215,199
cat-22489,hlr,cat-12846,106,"cat-12846,cat-16885","106,128"
cat-22494,hlr,cat-12846,141,"cat-12846,cat-16885","141,172"
cat-22586,hlr,cat-12846,120,"cat-12846,cat-16885","120,160"
cat-22606,hlr,cat-10215,187,cat-10215,187
cat-22608,hlr,cat-10215,187,cat-10215,187
cat-22609,hlr,cat-12846,115,"cat-12846,cat-16885","115,154"
cat-22613,hlr,cat-10215,186,cat-10215,186
cat-22615,hlr,cat-12846,115,"cat-12846,cat-16885","115,144"
cat-22624,hlr,cat-12846,114,"cat-12846,cat-16885","114,138"
cat-22627,hlr,cat-12846,114,"cat-12846,cat-16885","114,141"
cat-22636,hlr,cat-10215,187,cat-10215,187
cat-22670,hlr,cat-12846,101,"cat-12846,cat-16885","101,153"
cat-22693,hlr,cat-12846,105,"cat-12846,cat-16885","105,148"
cat-22703,hlr,cat-12846,105,"cat-12846,cat-16885","105,144"
cat-22719,hlr,cat-10215,196,cat-10215,196
cat-22720,hlr,cat-12846,103,"cat-12846,cat-16885","103,118"
cat-22722,hlr,cat-12846,106,"cat-12846,cat-16885","106,120"
cat-22723,hlr,cat-10215,215,cat-10215,215
cat-22775,hlr,cat-12846,92,"cat-12846,cat-16885","92,119"
cat-22782,hlr,cat-12846,102,"cat-12846,cat-16885","102,127"
cat-22786,hlr,cat-12846,102,"cat-12846,cat-16885","102,132"
cat-22791,hlr,cat-12846,118,"cat-12846,cat-16885","118,133"
cat-22801,hlr,cat-10215,172,cat-10215,172
cat-22808,hlr,cat-12846,134,"cat-12846,cat-16885","134,162"
cat-22813,hlr,cat-10215,157,cat-10215,157
cat-22817,hlr,cat-12846,139,"cat-12846,cat-16885","139,176"
cat-22819,hlr,cat-10215,155,cat-10215,155
cat-22868,hlr,cat-10215,193,cat-10215,193
cat-22871,hlr,cat-12846,143,"cat-12846,cat-16885","143,176"
cat-22880,hlr,cat-12846,131,"cat-12846,cat-16885","131,161"
cat-22886,hlr,cat-12846,107,"cat-12846,cat-16885","107,122"
cat-22888,hlr,cat-12846,103,"cat-12846,cat-16885","103,122"
cat-22900,hlr,cat-12846,101,"cat-12846,cat-16885","101,122"
cat-22907,hlr,cat-12846,159,cat-12846,159
cat-22909,hlr,cat-12846,159,cat-12846,159
cat-22912,hlr,cat-16885,143,"cat-16885,cat-12846","143,154"
cat-22913,hlr,cat-16885,139,"cat-16885,cat-12846","139,151"
cat-22916,hlr,cat-16885,135,"cat-16885,cat-12846","135,146"
cat-22923,hlr,cat-16885,125,"cat-16885,cat-12846","125,131"
cat-22924,hlr,cat-12846,125,cat-12846,125
cat-22927,hlr,cat-16885,120,"cat-16885,cat-12846","120,121"
cat-22929,hlr,cat-16885,131,"cat-16885,cat-12846","131,148"
cat-22930,hlr,cat-16885,128,"cat-16885,cat-12846","128,148"
cat-22931,hlr,cat-16885,125,"cat-16885,cat-12846","125,146"
cat-22932,hlr,cat-16885,121,"cat-16885,cat-12846","121,144"
cat-22934,hlr,cat-16885,116,"cat-16885,cat-12846","116,144"
cat-22937,hlr,cat-12846,141,cat-12846,141
cat-22939,hlr,cat-12846,139,cat-12846,139
cat-22942,hlr,cat-16885,129,"cat-16885,cat-12846","129,132"
cat-22945,hlr,cat-12846,128,"cat-12846,cat-16885","128,130"
cat-22956,hlr,cat-16885,133,"cat-16885,cat-12846","133,140"
cat-22965,hlr,cat-16885,141,"cat-16885,cat-12846","141,148"
cat-22968,hlr,cat-12846,116,"cat-12846,cat-16885","116,118"
cat-22972,hlr,cat-16885,112,"cat-16885,cat-12846","112,132"
cat-22973,hlr,cat-12846,158,"cat-12846,cat-16885","158,160"
cat-22974,hlr,cat-12846,157,cat-12846,157
cat-22975,hlr,cat-12846,155,cat-12846,155
cat-22977,hlr,cat-12846,148,"cat-12846,cat-16885","148,152"
cat-22978,hlr,cat-12846,151,cat-12846,151
cat-22983,hlr,cat-12846,147,"cat-12846,cat-16885","147,149"
