id,tag,donor,distSpatial,donors,distSpatials
cat-5990,camels,cat-7103,200,"cat-7103,cat-10214","200,444"
cat-5991,camels,cat-7103,202,"cat-7103,cat-10214","202,450"
cat-5992,camels,cat-7103,201,"cat-7103,cat-10214","201,450"
cat-5994,camels,cat-7103,201,"cat-7103,cat-10214","201,453"
cat-5995,camels,cat-7103,204,"cat-7103,cat-10214","204,458"
cat-5997,camels,cat-7103,184,"cat-7103,cat-10214","184,427"
cat-5998,camels,cat-7103,186,"cat-7103,cat-10214","186,430"
cat-5999,camels,cat-7103,187,"cat-7103,cat-10214","187,433"
cat-6004,camels,cat-7103,193,"cat-7103,cat-10214","193,441"
cat-6005,camels,cat-7103,197,"cat-7103,cat-10214","197,446"
cat-6007,camels,cat-7103,189,"cat-7103,cat-10214","189,437"
cat-6008,camels,cat-7103,191,"cat-7103,cat-10214","191,442"
cat-6011,camels,cat-7103,193,"cat-7103,cat-10214","193,444"
cat-6024,camels,cat-7103,188,"cat-7103,cat-10214","188,438"
cat-6025,camels,cat-7103,188,"cat-7103,cat-10214","188,440"
cat-6027,camels,cat-7103,183,"cat-7103,cat-10214","183,431"
cat-6030,camels,cat-7103,181,"cat-7103,cat-10214","181,430"
cat-6031,camels,cat-7103,185,"cat-7103,cat-10214","185,436"
cat-6032,camels,cat-7103,219,"cat-7103,cat-10214","219,452"
cat-6041,camels,cat-7103,205,"cat-7103,cat-10214","205,447"
cat-6042,camels,cat-7103,208,"cat-7103,cat-10214","208,451"
cat-6045,camels,cat-7103,179,"cat-7103,cat-10214","179,412"
cat-6051,camels,cat-7103,180,"cat-7103,cat-10214","180,430"
cat-6053,camels,cat-7103,197,"cat-7103,cat-10214","197,443"
cat-6054,camels,cat-7103,197,"cat-7103,cat-10214","197,444"
cat-6065,camels,cat-7103,235,"cat-7103,cat-10214","235,486"
cat-6072,camels,cat-7103,227,"cat-7103,cat-10214","227,462"
cat-6075,camels,cat-7103,177,"cat-7103,cat-10214","177,417"
cat-6084,camels,cat-7103,180,"cat-7103,cat-10214","180,418"
cat-6088,camels,cat-7103,199,"cat-7103,cat-10214","199,450"
cat-6089,camels,cat-7103,204,"cat-7103,cat-10214","204,455"
cat-6095,camels,cat-7103,204,"cat-7103,cat-10214","204,455"
cat-6100,camels,cat-7103,190,"cat-7103,cat-10214","190,435"
cat-6102,camels,cat-7103,192,"cat-7103,cat-10214","192,437"
cat-6103,camels,cat-7103,192,"cat-7103,cat-10214","192,439"
cat-6105,camels,cat-7103,186,"cat-7103,cat-10214","186,434"
cat-6112,camels,cat-7103,195,"cat-7103,cat-10214","195,446"
cat-6125,camels,cat-7103,197,"cat-7103,cat-10214","197,456"
cat-6139,camels,cat-7103,190,"cat-7103,cat-10214","190,443"
cat-6140,camels,cat-7103,180,"cat-7103,cat-10214","180,425"
cat-6141,camels,cat-7103,181,"cat-7103,cat-10214","181,427"
cat-6144,camels,cat-7103,185,"cat-7103,cat-10214","185,435"
cat-6146,camels,cat-7103,182,"cat-7103,cat-10214","182,434"
cat-6150,camels,cat-7103,179,"cat-7103,cat-10214","179,420"
cat-6154,camels,cat-7103,195,"cat-7103,cat-10214","195,436"
cat-6158,camels,cat-7103,199,"cat-7103,cat-10214","199,441"
cat-6159,camels,cat-7103,198,"cat-7103,cat-10214","198,439"
cat-6161,camels,cat-7103,203,"cat-7103,cat-10214","203,445"
cat-6167,camels,cat-7103,219,"cat-7103,cat-10214","219,462"
cat-6171,camels,cat-7103,221,"cat-7103,cat-10214","221,463"
cat-6174,camels,cat-7103,222,"cat-7103,cat-10214","222,473"
cat-6176,camels,cat-7103,220,"cat-7103,cat-10214","220,474"
cat-6178,camels,cat-7103,219,"cat-7103,cat-10214","219,471"
cat-6179,camels,cat-7103,216,"cat-7103,cat-10214","216,469"
cat-6180,camels,cat-7103,213,"cat-7103,cat-10214","213,465"
cat-6183,camels,cat-7103,216,"cat-7103,cat-10214","216,467"
cat-62,camels,cat-7103,226,"cat-7103,cat-10214","226,486"
cat-6213,camels,cat-7103,208,"cat-7103,cat-10214","208,461"
cat-6219,camels,cat-7103,237,"cat-7103,cat-10214","237,497"
cat-625,camels,cat-7103,251,"cat-7103,cat-10214","251,517"
cat-6253,camels,cat-7103,223,"cat-7103,cat-10214","223,471"
cat-6254,camels,cat-7103,218,"cat-7103,cat-10214","218,467"
cat-6257,camels,cat-7103,224,"cat-7103,cat-10214","224,467"
cat-6258,camels,cat-7103,223,"cat-7103,cat-10214","223,469"
cat-6259,camels,cat-7103,220,"cat-7103,cat-10214","220,464"
cat-6260,camels,cat-7103,219,"cat-7103,cat-10214","219,465"
cat-6264,camels,cat-7103,240,"cat-7103,cat-10214","240,487"
cat-6267,camels,cat-7103,242,"cat-7103,cat-10214","242,492"
cat-627,camels,cat-7103,208,"cat-7103,cat-10214","208,474"
cat-6270,camels,cat-7103,238,"cat-7103,cat-10214","238,491"
cat-6276,camels,cat-7103,236,"cat-7103,cat-10214","236,488"
cat-6281,camels,cat-7103,243,"cat-7103,cat-10214","243,498"
cat-629,camels,cat-7103,209,"cat-7103,cat-10214","209,474"
cat-630,camels,cat-7103,210,"cat-7103,cat-10214","210,477"
cat-6300,camels,cat-7103,230,"cat-7103,cat-10214","230,474"
cat-6314,camels,cat-7103,211,"cat-7103,cat-10214","211,443"
cat-6316,camels,cat-7103,223,"cat-7103,cat-10214","223,460"
cat-6319,camels,cat-7103,229,"cat-7103,cat-10214","229,455"
cat-6320,camels,cat-7103,220,"cat-7103,cat-10214","220,449"
cat-6324,camels,cat-7103,227,"cat-7103,cat-10214","227,449"
cat-6330,camels,cat-7103,227,"cat-7103,cat-10214","227,448"
cat-6332,camels,cat-7103,223,"cat-7103,cat-10214","223,442"
cat-6333,camels,cat-7103,219,"cat-7103,cat-10214","219,440"
cat-6339,camels,cat-7103,202,"cat-7103,cat-10214","202,426"
cat-6344,camels,cat-7103,197,"cat-7103,cat-10214","197,422"
cat-6346,camels,cat-7103,197,"cat-7103,cat-10214","197,420"
cat-6353,camels,cat-7103,213,"cat-7103,cat-10214","213,438"
cat-6356,camels,cat-7103,221,"cat-7103,cat-10214","221,452"
cat-6357,camels,cat-7103,223,"cat-7103,cat-10214","223,455"
cat-6358,camels,cat-7103,229,"cat-7103,cat-10214","229,461"
cat-6362,camels,cat-7103,215,"cat-7103,cat-10214","215,451"
cat-6366,camels,cat-7103,211,"cat-7103,cat-10214","211,447"
cat-6371,camels,cat-7103,198,"cat-7103,cat-10214","198,428"
cat-6381,camels,cat-7103,191,"cat-7103,cat-10214","191,416"
cat-6384,camels,cat-7103,194,"cat-7103,cat-10214","194,423"
cat-6393,camels,cat-7103,167,"cat-7103,cat-10214","167,396"
cat-6408,camels,cat-7103,184,"cat-7103,cat-10214","184,407"
cat-6410,camels,cat-7103,182,"cat-7103,cat-10214","182,407"
cat-6420,camels,cat-7103,175,"cat-7103,cat-10214","175,407"
cat-6421,camels,cat-7103,213,"cat-7103,cat-10214","213,441"
cat-6425,camels,cat-7103,216,"cat-7103,cat-10214","216,449"
cat-6428,camels,cat-7103,227,"cat-7103,cat-10214","227,479"
cat-6431,camels,cat-7103,195,"cat-7103,cat-10214","195,453"
cat-6433,camels,cat-10214,432,cat-10214,432
cat-6435,camels,cat-7103,193,"cat-7103,cat-10214","193,420"
cat-6439,camels,cat-7103,217,"cat-7103,cat-10214","217,439"
cat-644,camels,cat-7103,261,"cat-7103,cat-10214","261,524"
cat-6447,camels,cat-7103,230,"cat-7103,cat-10214","230,476"
cat-6449,camels,cat-7103,213,"cat-7103,cat-10214","213,466"
cat-645,camels,cat-7103,256,"cat-7103,cat-10214","256,520"
cat-6462,camels,cat-7103,222,"cat-7103,cat-10214","222,457"
cat-6463,camels,cat-7103,226,"cat-7103,cat-10214","226,458"
cat-6467,camels,cat-7103,226,"cat-7103,cat-10214","226,456"
cat-6473,camels,cat-7103,225,"cat-7103,cat-10214","225,446"
cat-6478,camels,cat-7103,218,"cat-7103,cat-10214","218,442"
cat-6495,camels,cat-7103,226,"cat-7103,cat-10214","226,487"
cat-6497,camels,cat-7103,210,"cat-7103,cat-10214","210,457"
cat-6498,camels,cat-7103,208,"cat-7103,cat-10214","208,453"
cat-6501,camels,cat-7103,184,"cat-7103,cat-10214","184,430"
cat-6502,camels,cat-7103,181,"cat-7103,cat-10214","181,425"
cat-6505,camels,cat-7103,231,"cat-7103,cat-10214","231,453"
cat-6509,camels,cat-7103,217,"cat-7103,cat-10214","217,448"
cat-6510,camels,cat-7103,225,"cat-7103,cat-10214","225,481"
cat-6518,camels,cat-7103,120,"cat-7103,cat-10214","120,352"
cat-6519,camels,cat-7103,119,"cat-7103,cat-10214","119,355"
cat-6524,camels,cat-7103,121,"cat-7103,cat-10214","121,361"
cat-6525,camels,cat-7103,120,"cat-7103,cat-10214","120,362"
cat-653,camels,cat-7103,247,"cat-7103,cat-10214","247,511"
cat-6533,camels,cat-7103,119,"cat-7103,cat-10214","119,372"
cat-6537,camels,cat-7103,118,"cat-7103,cat-10214","118,374"
cat-6543,camels,cat-7103,112,"cat-7103,cat-10214","112,349"
cat-6544,camels,cat-7103,106,"cat-7103,cat-10214","106,346"
cat-6554,camels,cat-7103,94,"cat-7103,cat-10214","94,338"
cat-6560,camels,cat-7103,96,"cat-7103,cat-10214","96,337"
cat-6618,camels,cat-7103,77,"cat-7103,cat-10214","77,339"
cat-6622,camels,cat-7103,81,"cat-7103,cat-10214","81,330"
cat-6628,camels,cat-7103,76,"cat-7103,cat-10214","76,328"
cat-6634,camels,cat-7103,73,"cat-7103,cat-10214","73,331"
cat-6637,camels,cat-7103,60,"cat-7103,cat-10214","60,321"
cat-664,camels,cat-7103,227,"cat-7103,cat-10214","227,488"
cat-6648,camels,cat-7103,61,"cat-7103,cat-10214","61,325"
cat-6649,camels,cat-7103,63,"cat-7103,cat-10214","63,329"
cat-665,camels,cat-7103,229,"cat-7103,cat-10214","229,488"
cat-6661,camels,cat-7103,54,"cat-7103,cat-10214","54,320"
cat-6671,camels,cat-7103,51,"cat-7103,cat-10214","51,317"
cat-6677,camels,cat-7103,46,"cat-7103,cat-10214","46,312"
cat-6678,camels,cat-7103,46,"cat-7103,cat-10214","46,312"
cat-668,camels,cat-7103,233,"cat-7103,cat-10214","233,499"
cat-6696,camels,cat-7103,74,"cat-7103,cat-10214","74,322"
cat-6697,camels,cat-7103,77,"cat-7103,cat-10214","77,322"
cat-6699,camels,cat-7103,71,"cat-7103,cat-10214","71,318"
cat-6702,camels,cat-7103,65,"cat-7103,cat-10214","65,313"
cat-6706,camels,cat-7103,54,"cat-7103,cat-10214","54,309"
cat-6707,camels,cat-7103,58,"cat-7103,cat-10214","58,309"
cat-671,camels,cat-7103,229,"cat-7103,cat-10214","229,494"
cat-6712,camels,cat-7103,47,"cat-7103,cat-10214","47,303"
cat-674,camels,cat-7103,225,"cat-7103,cat-10214","225,490"
cat-6748,camels,cat-7103,32,"cat-7103,cat-10214","32,295"
cat-6751,camels,cat-7103,29,"cat-7103,cat-10214","29,295"
cat-677,camels,cat-7103,225,"cat-7103,cat-10214","225,490"
cat-6772,camels,cat-7103,44,"cat-7103,cat-10214","44,299"
cat-6773,camels,cat-7103,36,"cat-7103,cat-10214","36,293"
cat-678,camels,cat-7103,219,"cat-7103,cat-10214","219,484"
cat-679,camels,cat-7103,217,"cat-7103,cat-10214","217,481"
cat-6801,camels,cat-7103,59,"cat-7103,cat-10214","59,315"
cat-6808,camels,cat-7103,128,"cat-7103,cat-10214","128,380"
cat-6810,camels,cat-7103,122,"cat-7103,cat-10214","122,377"
cat-6812,camels,cat-7103,125,"cat-7103,cat-10214","125,381"
cat-682,camels,cat-7103,214,"cat-7103,cat-10214","214,478"
cat-6821,camels,cat-7103,111,"cat-7103,cat-10214","111,351"
cat-6822,camels,cat-7103,109,"cat-7103,cat-10214","109,353"
cat-683,camels,cat-7103,213,"cat-7103,cat-10214","213,477"
cat-6847,camels,cat-7103,69,"cat-7103,cat-10214","69,327"
cat-6852,camels,cat-7103,115,"cat-7103,cat-10214","115,353"
cat-6854,camels,cat-7103,117,"cat-7103,cat-10214","117,356"
cat-6865,camels,cat-7103,66,"cat-7103,cat-10214","66,325"
cat-6867,camels,cat-7103,80,"cat-7103,cat-10214","80,327"
cat-6869,camels,cat-7103,74,"cat-7103,cat-10214","74,324"
cat-6873,camels,cat-7103,90,"cat-7103,cat-10214","90,337"
cat-689,camels,cat-7103,199,"cat-7103,cat-10214","199,465"
cat-690,camels,cat-7103,214,"cat-7103,cat-10214","214,480"
cat-6903,camels,cat-7103,97,"cat-7103,cat-10214","97,337"
cat-691,camels,cat-7103,214,"cat-7103,cat-10214","214,480"
cat-693,camels,cat-7103,215,"cat-7103,cat-10214","215,481"
cat-6939,camels,cat-7103,68,"cat-7103,cat-10214","68,318"
cat-6942,camels,cat-7103,62,"cat-7103,cat-10214","62,315"
cat-6943,camels,cat-7103,62,"cat-7103,cat-10214","62,312"
cat-6944,camels,cat-7103,55,"cat-7103,cat-10214","55,306"
cat-6947,camels,cat-7103,57,"cat-7103,cat-10214","57,311"
cat-6958,camels,cat-7103,33,"cat-7103,cat-10214","33,293"
cat-6964,camels,cat-7103,31,"cat-7103,cat-10214","31,295"
cat-6965,camels,cat-7103,29,"cat-7103,cat-10214","29,292"
cat-6967,camels,cat-7103,31,"cat-7103,cat-10214","31,296"
cat-6973,camels,cat-7103,28,"cat-7103,cat-10214","28,295"
cat-7018,camels,cat-7103,39,"cat-7103,cat-10214","39,305"
cat-7019,camels,cat-7103,42,"cat-7103,cat-10214","42,308"
cat-702,camels,cat-7103,250,"cat-7103,cat-10214","250,516"
cat-706,camels,cat-7103,230,"cat-7103,cat-10214","230,496"
cat-707,camels,cat-7103,221,"cat-7103,cat-10214","221,487"
cat-7077,camels,cat-7103,30,"cat-7103,cat-10214","30,293"
cat-709,camels,cat-7103,239,"cat-7103,cat-10214","239,504"
cat-7107,camels,cat-7103,38,"cat-7103,cat-10214","38,292"
cat-7129,camels,cat-7103,64,"cat-7103,cat-10214","64,302"
cat-7133,camels,cat-7103,59,"cat-7103,cat-10214","59,299"
cat-7141,camels,cat-7103,80,"cat-7103,cat-10214","80,327"
cat-7146,camels,cat-7103,74,"cat-7103,cat-10214","74,328"
cat-7151,camels,cat-7103,64,"cat-7103,cat-10214","64,318"
cat-7152,camels,cat-7103,63,"cat-7103,cat-10214","63,317"
cat-7156,camels,cat-7103,53,"cat-7103,cat-10214","53,314"
cat-7186,camels,cat-7103,69,"cat-7103,cat-10214","69,336"
cat-7187,camels,cat-7103,71,"cat-7103,cat-10214","71,338"
cat-7221,camels,cat-7103,49,"cat-7103,cat-10214","49,315"
cat-7236,camels,cat-7103,42,"cat-7103,cat-10214","42,307"
cat-7251,camels,cat-7103,65,"cat-7103,cat-10214","65,328"
cat-7296,camels,cat-7103,64,"cat-7103,cat-10214","64,321"
cat-7297,camels,cat-7103,73,"cat-7103,cat-10214","73,328"
cat-7299,camels,cat-7103,75,"cat-7103,cat-10214","75,333"
cat-7308,camels,cat-7103,71,"cat-7103,cat-10214","71,329"
cat-7311,camels,cat-7103,79,"cat-7103,cat-10214","79,332"
cat-7312,camels,cat-7103,78,"cat-7103,cat-10214","78,332"
cat-7313,camels,cat-7103,76,"cat-7103,cat-10214","76,331"
cat-7315,camels,cat-7103,81,"cat-7103,cat-10214","81,333"
cat-7316,camels,cat-7103,83,"cat-7103,cat-10214","83,333"
cat-7320,camels,cat-7103,91,"cat-7103,cat-10214","91,338"
cat-741,camels,cat-7103,340,"cat-7103,cat-10214","340,607"
cat-7471,camels,cat-7103,83,"cat-7103,cat-10214","83,339"
cat-7480,camels,cat-7103,95,"cat-7103,cat-10214","95,342"
cat-7486,camels,cat-7103,97,"cat-7103,cat-10214","97,343"
cat-7488,camels,cat-7103,102,"cat-7103,cat-10214","102,357"
cat-7494,camels,cat-7103,101,"cat-7103,cat-10214","101,353"
cat-7507,camels,cat-7103,126,"cat-7103,cat-10214","126,380"
cat-7535,camels,cat-7103,106,"cat-7103,cat-10214","106,361"
cat-7536,camels,cat-7103,109,"cat-7103,cat-10214","109,365"
cat-7541,camels,cat-7103,112,"cat-7103,cat-10214","112,367"
cat-7566,camels,cat-7103,116,"cat-7103,cat-10214","116,349"
cat-7569,camels,cat-7103,114,"cat-7103,cat-10214","114,345"
cat-7587,camels,cat-7103,116,"cat-7103,cat-10214","116,351"
cat-7602,camels,cat-7103,130,"cat-7103,cat-10214","130,380"
cat-7607,camels,cat-7103,107,"cat-7103,cat-10214","107,358"
cat-7608,camels,cat-7103,110,"cat-7103,cat-10214","110,362"
cat-7610,camels,cat-7103,113,"cat-7103,cat-10214","113,365"
cat-7625,camels,cat-7103,56,"cat-7103,cat-10214","56,316"
cat-7626,camels,cat-7103,61,"cat-7103,cat-10214","61,319"
cat-7627,camels,cat-7103,66,"cat-7103,cat-10214","66,321"
cat-7630,camels,cat-7103,67,"cat-7103,cat-10214","67,323"
cat-7637,camels,cat-7103,72,"cat-7103,cat-10214","72,324"
cat-764,camels,cat-7103,327,"cat-7103,cat-10214","327,594"
cat-7642,camels,cat-7103,63,"cat-7103,cat-10214","63,325"
cat-7646,camels,cat-7103,67,"cat-7103,cat-10214","67,334"
cat-7651,camels,cat-7103,73,"cat-7103,cat-10214","73,340"
cat-7656,camels,cat-7103,12,"cat-7103,cat-10214","12,279"
cat-7673,camels,cat-7103,104,"cat-7103,cat-10214","104,355"
cat-7674,camels,cat-7103,104,"cat-7103,cat-10214","104,358"
cat-7774,camels,cat-7103,146,"cat-7103,cat-10214","146,346"
cat-782,camels,cat-7103,324,"cat-7103,cat-10214","324,591"
cat-7820,camels,cat-7103,121,"cat-7103,cat-10214","121,348"
cat-7823,camels,cat-7103,123,"cat-7103,cat-10214","123,355"
cat-7833,camels,cat-7103,166,"cat-7103,cat-10214","166,407"
cat-7842,camels,cat-7103,175,"cat-7103,cat-10214","175,423"
cat-7843,camels,cat-7103,176,"cat-7103,cat-10214","176,426"
cat-785,camels,cat-7103,322,"cat-7103,cat-10214","322,589"
cat-7850,camels,cat-7103,169,"cat-7103,cat-10214","169,420"
cat-7854,camels,cat-7103,177,"cat-7103,cat-10214","177,430"
cat-786,camels,cat-7103,306,"cat-7103,cat-10214","306,572"
cat-7863,camels,cat-7103,164,"cat-7103,cat-10214","164,409"
cat-7867,camels,cat-7103,148,"cat-7103,cat-10214","148,387"
cat-7868,camels,cat-7103,154,"cat-7103,cat-10214","154,393"
cat-7874,camels,cat-7103,145,"cat-7103,cat-10214","145,385"
cat-7876,camels,cat-7103,143,"cat-7103,cat-10214","143,385"
cat-7886,camels,cat-7103,132,"cat-7103,cat-10214","132,370"
cat-7890,camels,cat-7103,134,"cat-7103,cat-10214","134,376"
cat-7895,camels,cat-7103,131,"cat-7103,cat-10214","131,373"
cat-7897,camels,cat-7103,131,"cat-7103,cat-10214","131,376"
cat-793,camels,cat-7103,306,"cat-7103,cat-10214","306,573"
cat-7967,camels,cat-7103,78,"cat-7103,cat-10214","78,313"
cat-7970,camels,cat-7103,72,"cat-7103,cat-10214","72,309"
cat-80,camels,cat-7103,214,"cat-7103,cat-10214","214,478"
cat-8084,camels,cat-7103,125,"cat-7103,cat-10214","125,353"
cat-8093,camels,cat-7103,175,"cat-7103,cat-10214","175,421"
cat-8099,camels,cat-7103,126,"cat-7103,cat-10214","126,351"
cat-8112,camels,cat-7103,111,"cat-7103,cat-10214","111,240"
cat-8122,camels,cat-7103,142,"cat-7103,cat-10214","142,364"
cat-8123,camels,cat-7103,143,"cat-7103,cat-10214","143,367"
cat-8131,camels,cat-7103,124,"cat-7103,cat-10214","124,361"
cat-8138,camels,cat-7103,135,"cat-7103,cat-10214","135,380"
cat-8145,camels,cat-7103,169,"cat-7103,cat-10214","169,418"
cat-8151,camels,cat-7103,136,"cat-7103,cat-10214","136,374"
cat-8152,camels,cat-7103,139,"cat-7103,cat-10214","139,379"
cat-8171,camels,cat-7103,133,"cat-7103,cat-10214","133,365"
cat-825,camels,cat-7103,285,"cat-7103,cat-10214","285,552"
cat-828,camels,cat-7103,347,"cat-7103,cat-10214","347,614"
cat-829,camels,cat-7103,343,"cat-7103,cat-10214","343,610"
cat-832,camels,cat-7103,336,"cat-7103,cat-10214","336,603"
cat-835,camels,cat-7103,331,"cat-7103,cat-10214","331,598"
cat-838,camels,cat-7103,377,"cat-7103,cat-10214","377,644"
cat-8380,camels,cat-7103,61,"cat-7103,cat-10214","61,295"
cat-8439,camels,cat-7103,85,"cat-7103,cat-10214","85,323"
cat-8459,camels,cat-7103,84,"cat-7103,cat-10214","84,320"
cat-846,camels,cat-7103,377,"cat-7103,cat-10214","377,643"
cat-8463,camels,cat-7103,83,"cat-7103,cat-10214","83,321"
cat-8472,camels,cat-7103,78,"cat-7103,cat-10214","78,316"
cat-8474,camels,cat-7103,72,"cat-7103,cat-10214","72,311"
cat-849,camels,cat-7103,376,"cat-7103,cat-10214","376,643"
cat-850,camels,cat-7103,370,"cat-7103,cat-10214","370,637"
cat-852,camels,cat-7103,374,"cat-7103,cat-10214","374,641"
cat-8610,camels,cat-7103,132,"cat-7103,cat-10214","132,377"
cat-8619,camels,cat-7103,129,"cat-7103,cat-10214","129,369"
cat-863,camels,cat-7103,302,"cat-7103,cat-10214","302,569"
cat-8647,camels,cat-7103,160,"cat-7103,cat-10214","160,406"
cat-8671,camels,cat-7103,167,"cat-7103,cat-10214","167,416"
cat-8676,camels,cat-7103,175,"cat-7103,cat-10214","175,419"
cat-8678,camels,cat-7103,177,"cat-7103,cat-10214","177,425"
cat-868,camels,cat-7103,320,"cat-7103,cat-10214","320,587"
cat-8682,camels,cat-7103,178,"cat-7103,cat-10214","178,428"
cat-8684,camels,cat-7103,173,"cat-7103,cat-10214","173,423"
cat-8685,camels,cat-7103,171,"cat-7103,cat-10214","171,420"
cat-8709,camels,cat-7103,149,"cat-7103,cat-10214","149,375"
cat-8718,camels,cat-7103,139,"cat-7103,cat-10214","139,374"
cat-8719,camels,cat-7103,138,"cat-7103,cat-10214","138,372"
cat-8720,camels,cat-7103,130,"cat-7103,cat-10214","130,364"
cat-8722,camels,cat-7103,136,"cat-7103,cat-10214","136,369"
cat-8724,camels,cat-7103,127,"cat-7103,cat-10214","127,359"
cat-8733,camels,cat-7103,133,"cat-7103,cat-10214","133,355"
cat-8738,camels,cat-7103,135,"cat-7103,cat-10214","135,360"
cat-8762,camels,cat-7103,147,"cat-7103,cat-10214","147,364"
cat-8786,camels,cat-7103,178,"cat-7103,cat-10214","178,375"
cat-8791,camels,cat-7103,181,"cat-7103,cat-10214","181,379"
cat-8793,camels,cat-7103,177,"cat-7103,cat-10214","177,368"
cat-880,camels,cat-7103,315,"cat-7103,cat-10214","315,582"
cat-8801,camels,cat-7103,170,"cat-7103,cat-10214","170,371"
cat-885,camels,cat-7103,341,"cat-7103,cat-10214","341,608"
cat-8893,camels,cat-7103,146,"cat-7103,cat-10214","146,350"
cat-89,camels,cat-7103,214,"cat-7103,cat-10214","214,479"
cat-891,camels,cat-7103,368,"cat-7103,cat-10214","368,635"
cat-894,camels,cat-7103,334,"cat-7103,cat-10214","334,601"
cat-895,camels,cat-7103,330,"cat-7103,cat-10214","330,597"
cat-90,camels,cat-7103,213,"cat-7103,cat-10214","213,479"
cat-904,camels,cat-7103,319,"cat-7103,cat-10214","319,586"
cat-906,camels,cat-7103,317,"cat-7103,cat-10214","317,584"
cat-9083,camels,cat-7103,126,"cat-7103,cat-10214","126,361"
cat-9087,camels,cat-7103,161,"cat-7103,cat-10214","161,400"
cat-91,camels,cat-7103,219,"cat-7103,cat-10214","219,485"
cat-9117,camels,cat-7103,137,"cat-7103,cat-10214","137,374"
cat-9131,camels,cat-7103,165,"cat-7103,cat-10214","165,403"
cat-9147,camels,cat-7103,145,"cat-7103,cat-10214","145,361"
cat-9148,camels,cat-7103,140,"cat-7103,cat-10214","140,359"
cat-9151,camels,cat-7103,129,"cat-7103,cat-10214","129,365"
cat-9166,camels,cat-7103,147,"cat-7103,cat-10214","147,390"
cat-9170,camels,cat-7103,128,"cat-7103,cat-10214","128,366"
cat-9196,camels,cat-7103,174,"cat-7103,cat-10214","174,425"
cat-9197,camels,cat-7103,173,"cat-7103,cat-10214","173,427"
cat-9200,camels,cat-7103,133,"cat-7103,cat-10214","133,381"
cat-9201,camels,cat-7103,90,"cat-7103,cat-10214","90,325"
cat-9220,camels,cat-7103,125,"cat-7103,cat-10214","125,368"
cat-9224,camels,cat-7103,155,"cat-7103,cat-10214","155,387"
cat-9225,camels,cat-7103,147,"cat-7103,cat-10214","147,380"
cat-9226,camels,cat-7103,143,"cat-7103,cat-10214","143,378"
cat-9227,camels,cat-7103,148,"cat-7103,cat-10214","148,379"
cat-9229,camels,cat-7103,137,"cat-7103,cat-10214","137,365"
cat-9230,camels,cat-7103,137,"cat-7103,cat-10214","137,363"
cat-9231,camels,cat-7103,135,"cat-7103,cat-10214","135,365"
cat-9232,camels,cat-7103,130,"cat-7103,cat-10214","130,357"
cat-9237,camels,cat-7103,174,"cat-7103,cat-10214","174,374"
cat-9238,camels,cat-7103,171,"cat-7103,cat-10214","171,370"
cat-9239,camels,cat-7103,177,"cat-7103,cat-10214","177,372"
cat-9240,camels,cat-7103,173,"cat-7103,cat-10214","173,371"
cat-9242,camels,cat-7103,173,"cat-7103,cat-10214","173,366"
cat-9281,camels,cat-7103,44,"cat-7103,cat-10214","44,298"
cat-9287,camels,cat-7103,54,"cat-7103,cat-10214","54,305"
cat-9289,camels,cat-7103,61,"cat-7103,cat-10214","61,313"
cat-9291,camels,cat-7103,58,"cat-7103,cat-10214","58,312"
cat-9292,camels,cat-7103,60,"cat-7103,cat-10214","60,317"
cat-9293,camels,cat-7103,56,"cat-7103,cat-10214","56,314"
cat-9300,camels,cat-7103,67,"cat-7103,cat-10214","67,325"
cat-9301,camels,cat-7103,60,"cat-7103,cat-10214","60,319"
cat-9304,camels,cat-7103,70,"cat-7103,cat-10214","70,330"
cat-9308,camels,cat-7103,76,"cat-7103,cat-10214","76,338"
cat-9309,camels,cat-7103,76,"cat-7103,cat-10214","76,338"
cat-9320,camels,cat-7103,104,"cat-7103,cat-10214","104,368"
cat-9321,camels,cat-7103,107,"cat-7103,cat-10214","107,371"
cat-9325,camels,cat-7103,121,"cat-7103,cat-10214","121,378"
cat-9331,camels,cat-7103,111,"cat-7103,cat-10214","111,368"
cat-935,camels,cat-7103,358,"cat-7103,cat-10214","358,625"
cat-9365,camels,cat-7103,106,"cat-7103,cat-10214","106,337"
cat-9374,camels,cat-7103,113,"cat-7103,cat-10214","113,328"
cat-9394,camels,cat-7103,94,"cat-7103,cat-10214","94,339"
cat-940,camels,cat-7103,365,"cat-7103,cat-10214","365,632"
cat-9409,camels,cat-7103,68,"cat-7103,cat-10214","68,322"
cat-9413,camels,cat-7103,74,"cat-7103,cat-10214","74,327"
cat-9416,camels,cat-7103,63,"cat-7103,cat-10214","63,310"
cat-9417,camels,cat-7103,69,"cat-7103,cat-10214","69,314"
cat-9421,camels,cat-7103,69,"cat-7103,cat-10214","69,334"
cat-9422,camels,cat-7103,64,"cat-7103,cat-10214","64,328"
cat-9435,camels,cat-7103,72,"cat-7103,cat-10214","72,328"
cat-9439,camels,cat-7103,103,"cat-7103,cat-10214","103,339"
cat-9449,camels,cat-7103,123,"cat-7103,cat-10214","123,381"
cat-945,camels,cat-7103,372,"cat-7103,cat-10214","372,639"
cat-9452,camels,cat-7103,95,"cat-7103,cat-10214","95,338"
cat-9461,camels,cat-7103,67,"cat-7103,cat-10214","67,316"
cat-9473,camels,cat-7103,93,"cat-7103,cat-10214","93,353"
cat-9474,camels,cat-7103,88,"cat-7103,cat-10214","88,347"
