id,tag,donor,distSpatial,donors,distSpatials
cat-10319,camels,cat-10215,128,"cat-10215,cat-14748","128,381"
cat-10458,camels,cat-10215,261,"cat-10215,cat-14748","261,502"
cat-10837,camels,cat-10215,137,"cat-10215,cat-14749,cat-14748","137,376,378"
cat-11028,camels,cat-10215,144,"cat-10215,cat-14748","144,384"
cat-11030,camels,cat-10215,148,"cat-10215,cat-14749,cat-14748","148,386,388"
cat-11036,camels,cat-10215,150,"cat-10215,cat-14749,cat-14748","150,389,391"
cat-11037,camels,cat-10215,153,"cat-10215,cat-14748","153,393"
cat-11041,camels,cat-10215,154,"cat-10215,cat-14748","154,396"
cat-11145,camels,cat-14398,414,"cat-14398,cat-12791,cat-12792","414,416,418"
cat-11574,camels,cat-10215,253,"cat-10215,cat-14749,cat-14748","253,482,484"
cat-12018,camels,cat-10215,177,"cat-10215,cat-14749,cat-14748","177,422,424"
cat-12020,camels,cat-10215,179,"cat-10215,cat-14748","179,423"
cat-12036,camels,cat-10215,265,"cat-10215,cat-14748","265,504"
cat-12037,camels,cat-10215,266,"cat-10215,cat-14749,cat-14748","266,505,507"
cat-12043,camels,cat-10215,260,cat-10215,260
cat-12057,camels,cat-10215,258,"cat-10215,cat-14749,cat-14748","258,488,490"
cat-12058,camels,cat-10215,256,"cat-10215,cat-14749,cat-14748","256,485,487"
cat-12096,camels,cat-10215,180,"cat-10215,cat-14748","180,416"
cat-12099,camels,cat-14398,411,"cat-14398,cat-12791,cat-12792","411,413,415"
cat-12109,camels,cat-10215,147,"cat-10215,cat-14749,cat-14748","147,388,390"
cat-12111,camels,cat-10215,143,"cat-10215,cat-14748","143,385"
cat-12113,camels,cat-10215,137,"cat-10215,cat-14748","137,379"
cat-12114,camels,cat-10215,143,"cat-10215,cat-14748","143,383"
cat-12119,camels,cat-10215,154,"cat-10215,cat-14749,cat-14748","154,391,393"
cat-12120,camels,cat-10215,157,"cat-10215,cat-14749,cat-14748","157,392,394"
cat-12121,camels,cat-10215,150,"cat-10215,cat-14748","150,388"
cat-12145,camels,cat-10215,274,"cat-10215,cat-14749,cat-14748","274,515,517"
cat-12169,camels,cat-10215,135,"cat-10215,cat-14749,cat-14748","135,377,379"
cat-13301,camels,cat-10215,143,"cat-10215,cat-14398,cat-14748","143,375,377"
cat-14136,camels,cat-14398,664,"cat-14398,cat-12791,cat-12792","664,666,667"
cat-14146,camels,cat-10215,419,"cat-10215,cat-14749,cat-14748","419,673,675"
cat-14239,camels,cat-10215,377,"cat-10215,cat-14748","377,635"
cat-14256,camels,cat-10215,357,"cat-10215,cat-14748","357,617"
cat-14257,camels,cat-10215,360,"cat-10215,cat-14748","360,620"
cat-14371,camels,cat-10215,315,"cat-10215,cat-14749,cat-14748","315,571,573"
cat-14417,camels,cat-10215,299,"cat-10215,cat-14748","299,555"
cat-14430,camels,cat-14398,509,"cat-14398,cat-12791,cat-12792","509,511,512"
cat-14432,camels,cat-14398,511,"cat-14398,cat-12791,cat-12792","511,513,514"
cat-14433,camels,cat-14398,508,"cat-14398,cat-12791,cat-12792","508,510,512"
cat-14435,camels,cat-14398,505,"cat-14398,cat-12791,cat-12792","505,507,508"
cat-14559,camels,cat-14398,550,"cat-14398,cat-12791,cat-12792","550,552,553"
cat-14562,camels,cat-14398,552,"cat-14398,cat-12791,cat-12792","552,554,556"
cat-14566,camels,cat-14398,441,"cat-14398,cat-12791,cat-12792","441,443,444"
cat-14746,camels,cat-14398,531,"cat-14398,cat-12791,cat-12792","531,533,534"
cat-14754,camels,cat-10215,283,"cat-10215,cat-14749,cat-14748","283,539,540"
cat-14755,camels,cat-10215,285,"cat-10215,cat-14749,cat-14748","285,539,540"
cat-14760,camels,cat-10215,282,"cat-10215,cat-14749,cat-14748","282,536,537"
cat-14779,camels,cat-10215,293,"cat-10215,cat-14749,cat-14748","293,546,548"
cat-14781,camels,cat-14398,545,"cat-14398,cat-12791,cat-12792","545,547,549"
cat-14803,camels,cat-10215,300,"cat-10215,cat-14749,cat-14748","300,554,556"
cat-14808,camels,cat-10215,305,"cat-10215,cat-14749,cat-14748","305,560,561"
cat-14928,camels,cat-14398,593,"cat-14398,cat-12791,cat-12792","593,595,596"
cat-14938,camels,cat-10215,333,"cat-10215,cat-14749,cat-14748","333,588,589"
cat-14978,camels,cat-10215,320,"cat-10215,cat-14749,cat-14748","320,576,577"
cat-14980,camels,cat-10215,324,"cat-10215,cat-14749,cat-14748","324,580,581"
cat-14990,camels,cat-10215,308,"cat-10215,cat-14749,cat-14748","308,563,564"
cat-14993,camels,cat-10215,304,"cat-10215,cat-14749,cat-14748","304,559,561"
cat-14997,camels,cat-10215,298,"cat-10215,cat-14748","298,555"
cat-15062,camels,cat-14398,572,"cat-14398,cat-12791,cat-12792","572,574,575"
cat-15067,camels,cat-10215,320,"cat-10215,cat-14749,cat-14748","320,577,579"
cat-15104,camels,cat-14398,587,"cat-14398,cat-12791,cat-12792","587,589,591"
cat-15106,camels,cat-10215,324,"cat-10215,cat-14749,cat-14748","324,582,583"
cat-15108,camels,cat-14398,589,"cat-14398,cat-12791,cat-12792","589,591,593"
cat-15157,camels,cat-10215,327,"cat-10215,cat-14749,cat-14748","327,583,585"
cat-15283,camels,cat-10215,353,"cat-10215,cat-14748","353,612"
cat-15503,camels,cat-10215,396,"cat-10215,cat-14749,cat-14748","396,650,652"
cat-15543,camels,cat-10215,406,"cat-10215,cat-14749,cat-14748","406,662,664"
cat-15589,camels,cat-10215,416,"cat-10215,cat-14749,cat-14748","416,673,674"
cat-15643,camels,cat-14398,540,"cat-14398,cat-12791,cat-12792","540,542,544"
cat-15644,camels,cat-14398,536,"cat-14398,cat-12791,cat-12792","536,539,540"
cat-15677,camels,cat-10215,257,"cat-10215,cat-14749,cat-14748","257,515,516"
cat-15685,camels,cat-10215,409,"cat-10215,cat-14398,cat-12791","409,665,667"
cat-15695,camels,cat-10215,291,"cat-10215,cat-14749,cat-14748","291,549,550"
cat-15706,camels,cat-14398,510,"cat-14398,cat-12791,cat-12792","510,512,513"
cat-15713,camels,cat-10215,361,"cat-10215,cat-14749,cat-14748","361,619,621"
cat-15725,camels,cat-10215,406,"cat-10215,cat-14749,cat-14748","406,664,665"
cat-15755,camels,cat-10215,352,"cat-10215,cat-14749,cat-14748","352,607,608"
cat-15789,camels,cat-10215,294,"cat-10215,cat-14749,cat-14748","294,550,552"
cat-15792,camels,cat-10215,316,"cat-10215,cat-14748","316,573"
cat-15797,camels,cat-10215,330,"cat-10215,cat-14749,cat-14748","330,584,586"
cat-15813,camels,cat-10215,202,"cat-10215,cat-14749,cat-14748","202,458,460"
cat-15827,camels,cat-10215,285,"cat-10215,cat-14749,cat-14748","285,540,542"
cat-15828,camels,cat-10215,286,"cat-10215,cat-14749,cat-14748","286,541,542"
cat-15831,camels,cat-10215,295,"cat-10215,cat-14398,cat-12791","295,548,550"
cat-15835,camels,cat-14398,549,"cat-14398,cat-12791,cat-12792","549,551,552"
cat-15837,camels,cat-10215,299,"cat-10215,cat-14749,cat-14748","299,552,554"
cat-15840,camels,cat-10215,302,"cat-10215,cat-14749,cat-14748","302,556,557"
cat-15841,camels,cat-10215,303,"cat-10215,cat-14749,cat-14748","303,558,559"
cat-15852,camels,cat-10215,322,"cat-10215,cat-14749,cat-14748","322,579,580"
cat-15859,camels,cat-14398,584,"cat-14398,cat-12791,cat-12792","584,586,588"
cat-15878,camels,cat-10215,411,"cat-10215,cat-14398,cat-12791","411,668,670"
cat-15880,camels,cat-10215,412,"cat-10215,cat-14749,cat-14748","412,670,671"
cat-15884,camels,cat-10215,178,"cat-10215,cat-14748","178,438"
cat-15885,camels,cat-10215,173,"cat-10215,cat-14749,cat-14748","173,431,433"
cat-15911,camels,cat-10215,209,"cat-10215,cat-14749,cat-14748","209,461,463"
cat-15945,camels,cat-14398,391,"cat-14398,cat-12791,cat-12792","391,393,394"
cat-15946,camels,cat-10215,142,"cat-10215,cat-14749,cat-14748","142,398,400"
cat-15947,camels,cat-10215,138,"cat-10215,cat-14749,cat-14748","138,395,396"
cat-15948,camels,cat-10215,130,"cat-10215,cat-14749,cat-14748","130,388,389"
cat-15949,camels,cat-10215,144,"cat-10215,cat-14748","144,402"
cat-15975,camels,cat-10215,137,"cat-10215,cat-14749,cat-14748","137,392,394"
cat-16013,camels,cat-10215,122,"cat-10215,cat-14749,cat-14748","122,378,379"
cat-16061,camels,cat-14398,355,"cat-14398,cat-12791,cat-12792","355,357,358"
cat-16063,camels,cat-14398,359,"cat-14398,cat-12791,cat-12792","359,361,362"
cat-16065,camels,cat-10215,121,"cat-10215,cat-14749,cat-14748","121,374,376"
cat-16086,camels,cat-10215,116,"cat-10215,cat-14749,cat-14748","116,372,374"
cat-16099,camels,cat-10215,125,"cat-10215,cat-14749,cat-14748","125,381,382"
cat-16227,camels,cat-10215,120,"cat-10215,cat-14749,cat-14748","120,378,379"
cat-16251,camels,cat-10215,160,"cat-10215,cat-14748","160,416"
cat-16278,camels,cat-14398,404,"cat-14398,cat-12791,cat-12792","404,406,407"
cat-16426,camels,cat-14398,425,"cat-14398,cat-12791,cat-12792","425,427,428"
cat-16428,camels,cat-14398,422,"cat-14398,cat-12791,cat-12792","422,424,425"
cat-16435,camels,cat-10215,107,"cat-10215,cat-14749,cat-14748","107,364,366"
cat-16444,camels,cat-10215,182,cat-10215,182
cat-16448,camels,cat-10215,104,"cat-10215,cat-14748","104,363"
cat-16451,camels,cat-10215,102,"cat-10215,cat-14749,cat-14748","102,360,361"
cat-16459,camels,cat-10215,108,"cat-10215,cat-14749,cat-14748","108,365,367"
cat-16461,camels,cat-10215,113,"cat-10215,cat-14748","113,371"
cat-16466,camels,cat-10215,114,"cat-10215,cat-14748","114,372"
cat-16469,camels,cat-10215,117,"cat-10215,cat-14398,cat-12791","117,373,375"
cat-16471,camels,cat-10215,118,"cat-10215,cat-14748","118,376"
cat-16472,camels,cat-10215,126,"cat-10215,cat-14748,cat-15316","126,383,418"
cat-16473,camels,cat-10215,127,"cat-10215,cat-14749,cat-14748","127,384,385"
cat-16476,camels,cat-10215,130,"cat-10215,cat-14398,cat-12791","130,386,388"
cat-16477,camels,cat-10215,127,"cat-10215,cat-14748","127,387"
cat-16479,camels,cat-15316,463,cat-15316,463
cat-16485,camels,cat-10215,109,"cat-10215,cat-14749,cat-14748","109,367,368"
cat-16509,camels,cat-10215,133,"cat-10215,cat-14748","133,393"
cat-16517,camels,cat-10215,182,"cat-10215,cat-14749,cat-14748","182,437,439"
cat-16524,camels,cat-10215,149,"cat-10215,cat-14748","149,406"
cat-16528,camels,cat-10215,165,"cat-10215,cat-14749,cat-14748","165,418,420"
cat-16532,camels,cat-10215,174,"cat-10215,cat-14749,cat-14748","174,423,425"
cat-16546,camels,cat-14398,410,"cat-14398,cat-12791,cat-12792","410,412,413"
cat-16547,camels,cat-10215,156,"cat-10215,cat-14749,cat-14748","156,412,413"
cat-16548,camels,cat-10215,185,"cat-10215,cat-14748","185,442"
cat-16572,camels,cat-10215,458,"cat-10215,cat-14398,cat-14749","458,714,715"
cat-16575,camels,cat-14398,711,"cat-14398,cat-12791,cat-12792","711,713,715"
cat-16742,camels,cat-10215,422,"cat-10215,cat-14749,cat-14748","422,680,681"
cat-16875,camels,cat-10215,28,cat-10215,28
cat-16969,camels,cat-10215,40,cat-10215,40
cat-17174,camels,cat-15316,340,cat-15316,340
cat-17395,camels,cat-10215,76,"cat-10215,cat-14749,cat-14748","76,329,331"
cat-17416,camels,cat-10215,96,"cat-10215,cat-14398,cat-12791","96,352,354"
cat-17417,camels,cat-10215,99,"cat-10215,cat-14749,cat-14748","99,357,358"
cat-17496,camels,cat-10215,60,"cat-10215,cat-14748","60,299"
cat-17579,camels,cat-10215,17,cat-10215,17
cat-19078,camels,cat-10215,71,"cat-10215,cat-14748","71,203"
cat-19089,camels,cat-10215,55,"cat-10215,cat-14748","55,216"
cat-19180,camels,cat-10215,69,cat-10215,69
cat-19197,camels,cat-10215,59,"cat-10215,cat-14748","59,215"
cat-19207,camels,cat-10215,70,"cat-10215,cat-14748","70,210"
cat-19486,camels,cat-10215,67,"cat-10215,cat-14748","67,205"
cat-19634,camels,cat-14398,179,"cat-14398,cat-12791,cat-12792","179,181,182"
cat-19888,camels,cat-10215,56,"cat-10215,cat-14748","56,221"
cat-19892,camels,cat-14398,224,"cat-14398,cat-15316","224,253"
cat-19925,camels,cat-14398,239,"cat-14398,cat-12791,cat-12792","239,242,243"
cat-19949,camels,cat-10215,21,cat-10215,21
cat-20165,camels,cat-10215,57,cat-10215,57
cat-20166,camels,cat-10215,60,cat-10215,60
cat-20169,camels,cat-10215,60,cat-10215,60
cat-20174,camels,cat-10215,65,cat-10215,65
cat-20204,camels,cat-10215,48,"cat-10215,cat-14748","48,233"
cat-20223,camels,cat-10215,92,cat-10215,92
cat-20300,camels,cat-15316,229,cat-15316,229
cat-20302,camels,cat-14398,178,"cat-14398,cat-12791,cat-12792","178,180,181"
cat-20656,camels,cat-10215,135,"cat-10215,cat-14749,cat-14748","135,168,170"
cat-21043,camels,cat-14398,197,"cat-14398,cat-12791,cat-12792","197,199,201"
cat-21044,camels,cat-14398,194,"cat-14398,cat-12791,cat-12792","194,196,198"
cat-21048,camels,cat-14398,194,"cat-14398,cat-12791,cat-12792","194,195,197"
cat-21154,camels,cat-10215,124,"cat-10215,cat-14749,cat-14748","124,155,157"
cat-21162,camels,cat-14398,177,"cat-14398,cat-12791,cat-12792","177,178,180"
cat-21172,camels,cat-14398,173,"cat-14398,cat-12791,cat-12792","173,175,177"
cat-21178,camels,cat-10215,120,"cat-10215,cat-14749,cat-14748","120,195,198"
cat-21180,camels,cat-10215,120,"cat-10215,cat-14749,cat-14398","120,200,201"
cat-21181,camels,cat-14398,205,"cat-14398,cat-12791,cat-12792","205,206,208"
cat-21199,camels,cat-10215,106,"cat-10215,cat-14749,cat-14748","106,170,172"
cat-21234,camels,cat-14398,186,"cat-14398,cat-12791,cat-12792","186,187,189"
cat-21241,camels,cat-10215,103,"cat-10215,cat-14748","103,184"
cat-21247,camels,cat-14398,194,"cat-14398,cat-12791,cat-12792","194,196,198"
cat-21273,camels,cat-14398,207,"cat-14398,cat-12791,cat-12792","207,209,211"
cat-21303,camels,cat-14398,206,"cat-14398,cat-12791,cat-12792","206,208,210"
cat-21308,camels,cat-14398,205,"cat-14398,cat-12791,cat-12792","205,207,209"
cat-21309,camels,cat-14398,203,"cat-14398,cat-12791,cat-12792","203,205,207"
cat-21318,camels,cat-10215,74,"cat-10215,cat-14398,cat-14748","74,202,204"
cat-21356,camels,cat-10215,93,"cat-10215,cat-14749,cat-14748","93,191,193"
cat-21359,camels,cat-10215,97,"cat-10215,cat-14748","97,190"
cat-21433,camels,cat-14398,180,"cat-14398,cat-12791,cat-12792","180,182,184"
cat-21435,camels,cat-10215,105,"cat-10215,cat-14748","105,176"
cat-21438,camels,cat-10215,106,"cat-10215,cat-14748,cat-15316","106,181,224"
cat-21441,camels,cat-14398,197,"cat-14398,cat-12791,cat-12792","197,199,200"
cat-21446,camels,cat-10215,101,"cat-10215,cat-14748","101,187"
cat-21454,camels,cat-15316,233,cat-15316,233
cat-21455,camels,cat-10215,89,"cat-10215,cat-14398,cat-12791","89,194,195"
cat-21463,camels,cat-10215,75,cat-10215,75
cat-21465,camels,cat-14398,189,"cat-14398,cat-12791,cat-12792","189,191,193"
cat-21473,camels,cat-10215,99,"cat-10215,cat-14748,cat-15316","99,204,247"
cat-21482,camels,cat-14398,205,"cat-14398,cat-12791,cat-12792","205,207,209"
cat-21883,camels,cat-14398,80,"cat-14398,cat-12791,cat-12792","80,82,83"
cat-22329,camels,cat-14398,76,"cat-14398,cat-12791,cat-12792","76,78,80"
cat-22367,camels,cat-14398,74,"cat-14398,cat-12791,cat-12792","74,76,77"
cat-22720,camels,cat-13992,110,"cat-13992,cat-15312,cat-15316","110,112,114"
cat-22722,camels,cat-13992,113,"cat-13992,cat-15312,cat-14398","113,116,118"
cat-22886,camels,cat-13992,113,"cat-13992,cat-14398,cat-15312","113,116,116"
cat-22888,camels,cat-13992,109,"cat-13992,cat-15312,cat-14398","109,113,114"
cat-22900,camels,cat-13992,107,"cat-13992,cat-15312,cat-14398","107,110,112"
cat-23046,camels,cat-13992,132,"cat-13992,cat-15312,cat-15316","132,133,136"
cat-23061,camels,cat-15316,141,cat-15316,141
cat-23074,camels,cat-10215,200,cat-10215,200
cat-23489,camels,cat-10215,100,cat-10215,100
cat-23520,camels,cat-15316,210,cat-15316,210
cat-23589,camels,cat-15316,158,cat-15316,158
cat-23615,camels,cat-14398,146,"cat-14398,cat-12791,cat-12792","146,148,149"
cat-24332,camels,cat-15316,213,cat-15316,213
cat-24439,camels,cat-14398,150,"cat-14398,cat-12791,cat-12792","150,152,154"
cat-24543,camels,cat-14398,145,"cat-14398,cat-12791,cat-12792","145,147,149"
cat-24678,camels,cat-14398,173,"cat-14398,cat-12791,cat-12792","173,175,176"
cat-24680,camels,cat-14398,170,"cat-14398,cat-12791,cat-12792","170,172,173"
cat-24822,camels,cat-14398,147,"cat-14398,cat-15316","147,179"
cat-25873,camels,cat-14398,265,"cat-14398,cat-12791,cat-12792","265,266,268"
cat-25876,camels,cat-14398,269,"cat-14398,cat-12791,cat-12792","269,270,272"
cat-25883,camels,cat-14398,259,"cat-14398,cat-12791,cat-12792","259,260,262"
cat-25887,camels,cat-14398,262,"cat-14398,cat-12791,cat-12792","262,263,265"
cat-27437,camels,cat-14398,114,"cat-14398,cat-12791,cat-12792","114,115,117"
cat-28941,camels,cat-14398,18,"cat-14398,cat-12791,cat-12792","18,20,21"
cat-29072,camels,cat-14398,87,"cat-14398,cat-12791,cat-12792","87,89,91"
cat-29486,camels,cat-14398,67,"cat-14398,cat-12791,cat-12792","67,69,70"
cat-29595,camels,cat-14398,87,"cat-14398,cat-12791,cat-12792","87,89,91"
cat-29661,camels,cat-14398,84,"cat-14398,cat-12791,cat-12792","84,86,88"
cat-31094,camels,cat-13992,50,"cat-13992,cat-12792,cat-14398","50,56,56"
cat-31097,camels,cat-13992,53,"cat-13992,cat-15312,cat-15316","53,58,58"
cat-31136,camels,cat-13992,52,"cat-13992,cat-15312,cat-15316","52,54,56"
cat-31360,camels,cat-13992,52,"cat-13992,cat-15312,cat-15316","52,57,57"
cat-31375,camels,cat-13992,47,"cat-13992,cat-15312,cat-15316","47,48,51"
cat-31406,camels,cat-15316,166,cat-15316,166
cat-31507,camels,cat-10215,336,cat-10215,336
cat-31530,camels,cat-10215,317,cat-10215,317
cat-31535,camels,cat-10215,310,cat-10215,310
cat-31852,camels,cat-10215,301,cat-10215,301
cat-32109,camels,cat-15316,172,cat-15316,172
cat-32181,camels,cat-10215,325,cat-10215,325
cat-33065,camels,cat-15316,217,cat-15316,217
cat-33067,camels,cat-10215,119,cat-10215,119
cat-33080,camels,cat-10215,142,cat-10215,142
cat-33092,camels,cat-10215,129,cat-10215,129
cat-33097,camels,cat-14398,208,"cat-14398,cat-15316","208,223"
cat-33099,camels,cat-10215,156,cat-10215,156
cat-33103,camels,cat-14398,186,"cat-14398,cat-15316","186,197"
cat-33105,camels,cat-10215,177,"cat-10215,cat-14748,cat-14749","177,181,182"
cat-33108,camels,cat-10215,180,cat-10215,180
cat-33146,camels,cat-10215,185,cat-10215,185
cat-33149,camels,cat-10215,188,cat-10215,188
cat-33194,camels,cat-15316,184,cat-15316,184
cat-33203,camels,cat-10215,188,cat-10215,188
cat-33215,camels,cat-14398,210,"cat-14398,cat-12791,cat-12792","210,212,212"
cat-33218,camels,cat-10215,153,cat-10215,153
cat-33222,camels,cat-10215,199,cat-10215,199
cat-33233,camels,cat-10215,183,"cat-10215,cat-14748","183,218"
cat-33237,camels,cat-10215,183,cat-10215,183
cat-33241,camels,cat-10215,192,cat-10215,192
cat-33251,camels,cat-13992,211,"cat-13992,cat-15312,cat-14398","211,213,214"
cat-33259,camels,cat-10215,188,cat-10215,188
cat-33267,camels,cat-10215,195,cat-10215,195
cat-33273,camels,cat-10215,192,cat-10215,192
cat-33281,camels,cat-10215,189,cat-10215,189
cat-33286,camels,cat-10215,194,cat-10215,194
cat-33288,camels,cat-10215,197,cat-10215,197
cat-33368,camels,cat-10215,187,cat-10215,187
cat-33496,camels,cat-10215,172,cat-10215,172
cat-33497,camels,cat-10215,161,cat-10215,161
cat-33507,camels,cat-10215,142,cat-10215,142
cat-33509,camels,cat-10215,143,cat-10215,143
cat-33511,camels,cat-10215,145,"cat-10215,cat-14748,cat-14749","145,201,202"
cat-33513,camels,cat-10215,144,cat-10215,144
cat-33514,camels,cat-10215,148,cat-10215,148
cat-33516,camels,cat-10215,138,cat-10215,138
cat-33521,camels,cat-10215,138,cat-10215,138
cat-33523,camels,cat-14398,211,"cat-14398,cat-12791,cat-12792","211,214,214"
cat-33524,camels,cat-14398,206,"cat-14398,cat-12791,cat-12792","206,208,208"
cat-33535,camels,cat-10215,121,cat-10215,121
cat-33557,camels,cat-15316,197,cat-15316,197
cat-33597,camels,cat-10215,118,cat-10215,118
cat-33652,camels,cat-10215,158,cat-10215,158
cat-33661,camels,cat-10215,152,cat-10215,152
cat-33663,camels,cat-10215,149,cat-10215,149
cat-33669,camels,cat-10215,188,cat-10215,188
cat-33681,camels,cat-15316,185,cat-15316,185
cat-33690,camels,cat-10215,196,cat-10215,196
cat-33696,camels,cat-10215,155,cat-10215,155
cat-33699,camels,cat-10215,168,"cat-10215,cat-14748,cat-14749","168,189,190"
cat-33700,camels,cat-10215,164,cat-10215,164
cat-33709,camels,cat-10215,148,cat-10215,148
cat-33715,camels,cat-10215,187,cat-10215,187
cat-33739,camels,cat-15316,228,cat-15316,228
cat-33758,camels,cat-10215,200,cat-10215,200
cat-33761,camels,cat-10215,266,cat-10215,266
cat-33763,camels,cat-15312,271,"cat-15312,cat-13992,cat-15316","271,273,275"
cat-33797,camels,cat-15312,232,"cat-15312,cat-13992,cat-15316","232,234,236"
cat-33798,camels,cat-10215,267,cat-10215,267
cat-33799,camels,cat-10215,268,cat-10215,268
cat-33812,camels,cat-10215,293,cat-10215,293
cat-33814,camels,cat-15316,227,"cat-15316,cat-14398,cat-14748","227,247,251"
cat-33822,camels,cat-15316,223,"cat-15316,cat-14398","223,240"
cat-33824,camels,cat-15312,214,"cat-15312,cat-13992,cat-15316","214,217,219"
cat-33827,camels,cat-10215,294,cat-10215,294
cat-33837,camels,cat-15316,228,"cat-15316,cat-14398,cat-12791","228,250,251"
cat-33852,camels,cat-15312,223,"cat-15312,cat-13992,cat-15316","223,228,228"
cat-33864,camels,cat-15316,219,"cat-15316,cat-14398","219,237"
cat-33867,camels,cat-15312,214,"cat-15312,cat-13992,cat-15316","214,217,218"
cat-33877,camels,cat-15312,214,"cat-15312,cat-13992,cat-15316","214,217,219"
cat-33885,camels,cat-15316,230,"cat-15316,cat-14398","230,250"
cat-33904,camels,cat-15312,259,"cat-15312,cat-13992,cat-15316","259,260,263"
cat-33909,camels,cat-15316,276,cat-15316,276
cat-33911,camels,cat-15312,277,"cat-15312,cat-13992,cat-15316","277,279,281"
cat-33915,camels,cat-15316,319,"cat-15316,cat-14398","319,325"
cat-33931,camels,cat-13992,227,"cat-13992,cat-15312,cat-14398","227,228,231"
cat-33935,camels,cat-13992,224,"cat-13992,cat-15312,cat-14398","224,225,228"
cat-34001,camels,cat-10215,192,cat-10215,192
cat-34007,camels,cat-13992,219,"cat-13992,cat-15312,cat-14398","219,221,223"
cat-34037,camels,cat-15316,227,cat-15316,227
cat-34087,camels,cat-13992,215,"cat-13992,cat-15312,cat-14398","215,217,219"
cat-34088,camels,cat-13992,214,"cat-13992,cat-14398,cat-15312","214,216,216"
cat-34231,camels,cat-15312,162,"cat-15312,cat-13992,cat-15316","162,163,166"
cat-34336,camels,cat-10215,225,cat-10215,225
cat-34538,camels,cat-10215,224,cat-10215,224
cat-34567,camels,cat-10215,270,cat-10215,270
cat-34568,camels,cat-10215,265,cat-10215,265
cat-34571,camels,cat-10215,260,cat-10215,260
cat-34575,camels,cat-15316,209,"cat-15316,cat-14398","209,224"
cat-34578,camels,cat-10215,256,cat-10215,256
cat-34605,camels,cat-10215,267,cat-10215,267
cat-34611,camels,cat-10215,273,cat-10215,273
cat-34631,camels,cat-10215,267,cat-10215,267
cat-34635,camels,cat-10215,256,cat-10215,256
cat-34640,camels,cat-10215,258,cat-10215,258
cat-34645,camels,cat-14748,207,"cat-14748,cat-14749,cat-10215","207,209,272"
cat-34648,camels,cat-10215,270,cat-10215,270
cat-34652,camels,cat-10215,277,cat-10215,277
cat-34657,camels,cat-14748,215,"cat-14748,cat-10215","215,288"
cat-34676,camels,cat-10215,239,cat-10215,239
cat-34680,camels,cat-10215,218,cat-10215,218
cat-34692,camels,cat-10215,227,cat-10215,227
cat-34705,camels,cat-10215,319,cat-10215,319
cat-34727,camels,cat-14748,195,"cat-14748,cat-14749,cat-10215","195,197,265"
cat-34729,camels,cat-10215,262,cat-10215,262
cat-34790,camels,cat-15312,191,"cat-15312,cat-13992,cat-15316","191,197,197"
cat-34802,camels,cat-15316,185,cat-15316,185
cat-34804,camels,cat-10215,292,cat-10215,292
cat-34814,camels,cat-10215,270,cat-10215,270
cat-34824,camels,cat-10215,274,cat-10215,274
cat-34832,camels,cat-10215,281,cat-10215,281
cat-34837,camels,cat-15312,162,"cat-15312,cat-13992,cat-15316","162,168,168"
cat-34892,camels,cat-15312,154,"cat-15312,cat-13992,cat-15316","154,159,159"
cat-34991,camels,cat-10215,278,cat-10215,278
cat-34993,camels,cat-10215,256,cat-10215,256
cat-35056,camels,cat-10215,267,cat-10215,267
cat-35060,camels,cat-10215,269,cat-10215,269
cat-35063,camels,cat-10215,271,cat-10215,271
cat-35075,camels,cat-15312,189,"cat-15312,cat-13992,cat-15316","189,192,194"
cat-35080,camels,cat-15312,186,"cat-15312,cat-13992,cat-15316","186,189,191"
cat-35096,camels,cat-10215,270,cat-10215,270
cat-35099,camels,cat-10215,272,cat-10215,272
cat-35102,camels,cat-10215,266,cat-10215,266
cat-35110,camels,cat-10215,262,cat-10215,262
cat-35113,camels,cat-10215,259,cat-10215,259
cat-35206,camels,cat-15316,221,"cat-15316,cat-14398","221,233"
cat-35246,camels,cat-10215,209,cat-10215,209
cat-35255,camels,cat-10215,210,cat-10215,210
cat-35349,camels,cat-14748,230,"cat-14748,cat-10215","230,261"
cat-35350,camels,cat-10215,265,cat-10215,265
cat-35352,camels,cat-10215,293,cat-10215,293
cat-35355,camels,cat-10215,295,cat-10215,295
cat-35363,camels,cat-15316,227,"cat-15316,cat-14398,cat-12791","227,239,240"
cat-35367,camels,cat-15312,195,"cat-15312,cat-15316,cat-13992","195,200,201"
cat-35377,camels,cat-10215,261,cat-10215,261
cat-35378,camels,cat-10215,266,cat-10215,266
cat-35385,camels,cat-14748,236,"cat-14748,cat-10215","236,314"
cat-35413,camels,cat-15312,154,"cat-15312,cat-13992,cat-15316","154,159,159"
cat-35422,camels,cat-15312,158,"cat-15312,cat-13992,cat-15316","158,163,163"
cat-35446,camels,cat-10215,245,cat-10215,245
cat-35447,camels,cat-15316,226,cat-15316,226
cat-35448,camels,cat-15312,226,"cat-15312,cat-13992,cat-15316","226,228,230"
cat-35450,camels,cat-10215,255,cat-10215,255
cat-35454,camels,cat-14748,196,"cat-14748,cat-14749,cat-10215","196,198,262"
cat-35460,camels,cat-15316,212,"cat-15316,cat-14398","212,229"
cat-35464,camels,cat-14748,233,"cat-14748,cat-14749,cat-10215","233,235,272"
cat-35469,camels,cat-10215,279,cat-10215,279
cat-35473,camels,cat-10215,277,cat-10215,277
cat-35474,camels,cat-15316,215,cat-15316,215
cat-35476,camels,cat-15312,215,"cat-15312,cat-13992,cat-15316","215,220,221"
