id,toid,type,areasqkm,gages
cat-12200,nex-11792,network,5.39684795704084,01086000
cat-12898,nex-11792,network,4.49415013492876,01086000
cat-13235,nex-12898,network,3.33899536049013,01086000
cat-13240,nex-11939,network,3.87135073806753,01086000
cat-13241,nex-11940,network,2.31434456403109,01086000
cat-12903,nex-11940,network,4.28354406006084,01086000
cat-13239,nex-12903,network,3.39525437400213,01086000
cat-11940,nex-11941,network,5.85539097296464,01086000
cat-13242,nex-11941,network,2.07585160204516,01086000
cat-13243,nex-11793,network,3.44070542256331,01086000
cat-13245,nex-12194,network,1.04355028352326,01086000
cat-13246,nex-12195,network,7.02315660601291,01086000
cat-12195,nex-11793,network,3.23774361900481,01086000
cat-13244,nex-11793,network,3.51315008545345,01086000
cat-13234,nex-11794,network,6.56549399702945,01086000
cat-13233,nex-11794,network,5.55345481493744,01086000
cat-13247,nex-11794,network,3.39390217352457,01086000
cat-13232,nex-11794,network,4.2155946089598,01086000
cat-11794,nex-11795,network,5.62184861393301,01086000
cat-12897,nex-11795,network,2.19015425699967,01086000
cat-11795,nex-11796,network,5.78295428850129,01086000
cat-19212,nex-19213,network,16.148243164526,01200000
cat-19508,nex-19213,network,25.8925586760814,01200000
cat-19206,nex-19207,network,13.4477999909991,01200000
cat-19213,nex-19214,network,13.624202281475,01200000
cat-19215,nex-19216,network,15.7833010169311,01200000
cat-19216,nex-19217,network,7.51770126451773,01200000
cat-19217,nex-19218,network,13.8905931600599,01200000
cat-19218,nex-19219,network,13.5359927324503,01200000
cat-19220,nex-19221,network,13.7988037980505,01200000
cat-19274,nex-19275,network,12.3462084825451,01200000
cat-19275,nex-19276,network,11.0610001665101,01200000
cat-19276,nex-19277,network,10.8827991132886,01200000
cat-19316,nex-19317,network,28.6447490909254,01200000
cat-19318,nex-19319,network,9.31139946450624,01200000
cat-19328,nex-19329,network,18.9045507289056,01200000
cat-19335,nex-19336,network,13.7011489200638,01200000
cat-19349,nex-19350,network,10.9890068040008,01200000
cat-19364,nex-19365,network,10.9493937990112,01200000
cat-19395,nex-19193,network,11.776944528086,01200000
cat-19402,nex-19403,network,11.118372810753,01200000
cat-19414,nex-19415,network,8.31555091352403,01200000
cat-19441,nex-19200,network,9.31094072551525,01200000
cat-19454,nex-19350,network,7.7962471650329,01200000
cat-19459,nex-19190,network,13.0337885611516,01200000
cat-19473,nex-19474,network,11.0904182204062,01200000
cat-19483,nex-19484,network,14.6650575465258,01200000
cat-19485,nex-19486,network,9.10125306008038,01200000
cat-19501,nex-19275,network,8.46584038802365,01200000
cat-19507,nex-19327,network,6.03989707051855,01200000
cat-19510,nex-19322,network,5.680355894997,01200000
cat-19511,nex-19220,network,3.99015467999409,01200000
cat-19532,nex-19415,network,3.42044774100575,01200000
cat-19534,nex-19535,network,9.9815981485992,01200000
cat-19546,nex-19189,network,8.04779066242737,01200000
cat-19552,nex-19194,network,7.28640400051638,01200000
cat-19565,nex-19501,network,7.12305594446567,01200000
cat-19566,nex-19221,network,10.8175492304863,01200000
cat-19567,nex-19218,network,7.70534269200125,01200000
cat-19568,nex-19569,network,11.0515475339845,01200000
cat-19569,nex-19218,network,4.75291013405393,01200000
cat-19570,nex-19216,network,14.1308943210783,01200000
cat-19574,nex-19204,network,9.3577514805233,01200000
cat-19575,nex-19422,network,12.9285013724613,01200000
cat-19577,nex-19578,network,9.06615461245844,01200000
cat-19579,nex-19487,network,5.58225317251754,01200000
cat-19586,nex-19335,network,3.40469906238156,01200000
cat-19602,nex-19219,network,12.0433482044763,01200000
cat-19604,nex-19533,network,4.81499660704329,01200000
cat-19608,nex-19534,network,5.85405027451068,01200000
cat-19616,nex-19487,network,7.97985276750764,01200000
cat-19655,nex-19403,network,6.80096561251714,01200000
cat-19656,nex-19499,network,5.75819826679039,01200000
cat-19657,nex-19277,network,6.58439826308186,01200000
cat-19659,nex-19415,network,6.24060297898591,01200000
cat-19660,nex-19416,network,8.10720946802327,01200000
cat-19663,nex-19214,network,5.88510464854077,01200000
cat-19682,nex-19219,network,3.97079981549739,01200000
cat-19745,nex-19277,network,11.4264029161439,01200000
cat-19754,nex-19567,network,7.22430115196796,01200000
cat-19788,nex-19483,network,4.7920458644823,01200000
cat-19187,nex-19188,network,5.318553181536,01200000
cat-19188,nex-19189,network,8.41905643052626,01200000
cat-19189,nex-19190,network,6.78509717845777,01200000
cat-19190,nex-19191,network,11.9170082719422,01200000
cat-19191,nex-19192,network,3.33494604893636,01200000
cat-19193,nex-19194,network,12.538349766033,01200000
cat-19194,nex-19195,network,4.60529602206653,01200000
cat-19195,nex-19196,network,15.8404505220315,01200000
cat-19196,nex-19197,network,8.74125515694491,01200000
cat-19198,nex-19199,network,9.40770303299244,01200000
cat-19199,nex-19200,network,5.47244104503332,01200000
cat-19200,nex-19201,network,9.37305251103061,01200000
cat-19201,nex-19202,network,4.40864797049251,01200000
cat-19211,nex-19212,network,3.35024763299575,01200000
cat-19214,nex-19215,network,4.63635834747344,01200000
cat-19272,nex-19273,network,9.34200905855368,01200000
cat-19277,nex-19221,network,16.8785920709809,01200000
cat-19317,nex-19318,network,13.3397995185559,01200000
cat-19323,nex-19213,network,7.18964818649569,01200000
cat-19325,nex-19326,network,8.73450183581945,01200000
cat-19326,nex-19327,network,8.79975057149929,01200000
cat-19329,nex-19212,network,1.36074210721436,01200000
cat-19336,nex-19277,network,7.50645410851037,01200000
cat-19348,nex-19349,network,6.16004808297104,01200000
cat-19351,nex-19214,network,5.10517354583494,01200000
cat-19361,nex-19362,network,8.12462043965933,01200000
cat-19362,nex-19193,network,10.366648811927,01200000
cat-19368,nex-19369,network,7.59014513105114,01200000
cat-19384,nex-19385,network,6.82739661601211,01200000
cat-19388,nex-19389,network,8.54279366859439,01200000
cat-19393,nex-19207,network,10.9665035414726,01200000
cat-19397,nex-19398,network,5.56784631895365,01200000
cat-19399,nex-19400,network,9.8208010889896,01200000
cat-19416,nex-19273,network,6.99614819548446,01200000
cat-19417,nex-19418,network,8.62740234450215,01200000
cat-19418,nex-19193,network,4.08150265055769,01200000
cat-19420,nex-19421,network,5.34689562156479,01200000
cat-19439,nex-19440,network,10.3423491765255,01200000
cat-19450,nex-19451,network,5.07464613897418,01200000
cat-19451,nex-19452,network,8.93880251556183,01200000
cat-19452,nex-19273,network,8.15129767797071,01200000
cat-19453,nex-19454,network,9.02111509508997,01200000
cat-19456,nex-19318,network,10.138500026908,01200000
cat-19457,nex-19458,network,18.2083867391211,01200000
cat-19460,nex-19197,network,11.3701478984783,01200000
cat-19471,nex-19472,network,11.0602527735288,01200000
cat-19472,nex-19277,network,4.6170001485229,01200000
cat-19480,nex-19481,network,7.88040170556808,01200000
cat-19482,nex-19208,network,9.69751201947379,01200000
cat-19486,nex-19487,network,5.32980369898008,01200000
cat-19487,nex-19219,network,4.83254396098947,01200000
cat-19499,nex-19336,network,8.45895221155462,01200000
cat-19500,nex-19501,network,9.73259306541538,01200000
cat-19502,nex-19276,network,6.20369310610953,01200000
cat-19503,nex-19504,network,7.0483528215062,01200000
cat-19505,nex-19479,network,24.0075047025604,01200000
cat-19506,nex-19317,network,5.50529511300838,01200000
cat-19509,nex-19510,network,8.96444930258101,01200000
cat-19514,nex-19515,network,6.03359382152884,01200000
cat-19531,nex-19277,network,3.73184509053498,01200000
cat-19533,nex-19350,network,9.95624273686209,01200000
cat-19537,nex-19538,network,6.50340128692186,01200000
cat-19540,nex-19321,network,6.91560524693769,01200000
cat-19541,nex-19542,network,5.82254608501148,01200000
cat-19551,nex-19194,network,8.44065336595168,01200000
cat-19562,nex-19402,network,7.31370765552753,01200000
cat-19563,nex-19336,network,4.08449004036564,01200000
cat-19564,nex-19531,network,8.42580837447504,01200000
cat-19571,nex-19479,network,5.43375209248441,01200000
cat-19572,nex-19194,network,7.01819975240633,01200000
cat-19573,nex-19199,network,5.44455063440722,01200000
cat-19576,nex-19538,network,8.04375404103188,01200000
cat-19582,nex-19583,network,9.14759226450494,01200000
cat-19601,nex-19500,network,4.50629131955666,01200000
cat-19603,nex-19454,network,5.6556082394245,01200000
cat-19607,nex-19535,network,10.3090481878525,01200000
cat-19609,nex-19199,network,5.50440265049047,01200000
cat-19613,nex-19192,network,9.17595712804786,01200000
cat-19614,nex-19398,network,2.81700504454967,01200000
cat-19658,nex-19388,network,9.06161876659246,01200000
cat-19661,nex-19276,network,3.09599822250497,01200000
cat-19664,nex-19349,network,5.7298460490514,01200000
cat-19665,nex-19317,network,15.2914519349759,01200000
cat-19666,nex-19196,network,3.09734864100415,01200000
cat-19669,nex-19394,network,10.4039995364402,01200000
cat-19670,nex-19362,network,6.50584692064742,01200000
cat-19671,nex-19417,network,3.33705502614892,01200000
cat-19673,nex-19362,network,3.2138969309729,01200000
cat-19675,nex-19676,network,9.35865138145562,01200000
cat-19677,nex-19197,network,5.31494977059248,01200000
cat-19679,nex-19423,network,5.21235325347313,01200000
cat-19694,nex-19325,network,8.98919755208696,01200000
cat-19695,nex-19326,network,11.3652015075452,01200000
cat-19698,nex-19273,network,10.5858012058606,01200000
cat-19742,nex-19405,network,1.86975540004703,01200000
cat-19746,nex-19389,network,4.45364694898905,01200000
cat-19748,nex-19274,network,9.93465043200665,01200000
cat-19751,nex-19272,network,9.95219958151373,01200000
cat-19756,nex-19607,network,21.0744069750448,01200000
cat-19757,nex-19474,network,6.42824863200741,01200000
cat-19758,nex-19393,network,4.95854362795522,01200000
cat-19759,nex-19478,network,6.78240020256732,01200000
cat-19761,nex-19505,network,5.32304855551538,01200000
cat-19766,nex-19197,network,8.55540035548469,01200000
cat-19768,nex-19670,network,4.74164635951743,01200000
cat-19769,nex-19362,network,8.38980226226318,01200000
cat-19770,nex-19611,network,3.18578774940701,01200000
cat-19773,nex-19188,network,5.62500069739771,01200000
cat-19774,nex-19190,network,3.75435741141701,01200000
cat-19777,nex-19583,network,8.79075538197407,01200000
cat-19779,nex-19196,network,5.60609833503394,01200000
cat-19780,nex-19676,network,7.83089783551788,01200000
cat-19781,nex-19399,network,2.47950007650828,01200000
cat-19782,nex-19400,network,4.50224860949875,01200000
cat-19783,nex-19199,network,13.3690519844854,01200000
cat-19784,nex-19420,network,6.6253460535562,01200000
cat-19891,nex-19365,network,5.8050006749689,01200000
cat-19363,nex-19364,network,8.10225345146787,01200000
cat-19539,nex-19364,network,2.46555242094737,01200000
cat-19365,nex-19366,network,8.34795353253122,01200000
cat-19366,nex-19328,network,13.2430522229717,01200000
cat-19327,nex-19328,network,6.04980067951989,01200000
cat-19764,nex-19316,network,13.6345500089722,01200000
cat-19880,nex-19456,network,3.45240270450139,01200000
cat-19455,nex-19456,network,6.35984994608139,01200000
cat-19763,nex-19319,network,3.29129501847827,01200000
cat-19319,nex-19203,network,5.39685175050385,01200000
cat-19398,nex-19399,network,8.58059233206894,01200000
cat-19678,nex-19399,network,3.71879830790624,01200000
cat-19887,nex-19400,network,3.38579223752717,01200000
cat-19400,nex-19198,network,16.6621510035046,01200000
cat-19886,nex-19582,network,3.58919753853022,01200000
cat-19583,nex-19194,network,4.9963559941072,01200000
cat-19885,nex-19192,network,5.05440291599992,01200000
cat-19612,nex-19191,network,5.64010685245645,01200000
cat-19458,nex-19459,network,5.02515281249954,01200000
cat-19775,nex-19459,network,9.91800627303551,01200000
cat-19674,nex-19516,network,7.50915432456155,01200000
cat-19624,nex-19515,network,3.42764565299216,01200000
cat-19515,nex-19516,network,4.22594965345243,01200000
cat-19516,nex-19188,network,5.82389532900885,01200000
cat-19884,nex-19187,network,10.3513439474854,01200000
cat-19772,nex-19189,network,3.01860558897882,01200000
cat-19771,nex-19190,network,7.06545014397958,01200000
cat-19883,nex-19192,network,7.72200552818239,01200000
cat-19776,nex-19192,network,0.387449973008379,01200000
cat-19192,nex-19193,network,8.77409764207601,01200000
cat-19610,nex-19611,network,5.46007426424223,01200000
cat-19611,nex-19418,network,5.02650212400523,01200000
cat-19882,nex-19360,network,6.28643641700497,01200000
cat-19359,nex-19360,network,13.149896510315,01200000
cat-19360,nex-19361,network,8.55795050704607,01200000
cat-19672,nex-19673,network,16.2117009210006,01200000
cat-19909,nex-19395,network,7.59323711971692,01200000
cat-19394,nex-19395,network,9.56970312749447,01200000
cat-19778,nex-19552,network,5.79285078295495,01200000
cat-19667,nex-19668,network,7.42679702092268,01200000
cat-19767,nex-19668,network,3.25755680397216,01200000
cat-19668,nex-19195,network,6.10695080552089,01200000
cat-19547,nex-19548,network,13.3694965484992,01200000
cat-19584,nex-19548,network,4.33305204738933,01200000
cat-19548,nex-19196,network,5.50395211949944,01200000
cat-19676,nex-19460,network,3.42224608496508,01200000
cat-19197,nex-19198,network,10.3900504230747,01200000
cat-19908,nex-19783,network,9.51525589047876,01200000
cat-19615,nex-19369,network,6.89535299248457,01200000
cat-19369,nex-19370,network,11.1843038970247,01200000
cat-19370,nex-19200,network,3.66480327596313,01200000
cat-19881,nex-19440,network,5.15790125100967,01200000
cat-19440,nex-19441,network,14.3473534784708,01200000
cat-19765,nex-19201,network,3.40650020703566,01200000
cat-19202,nex-19203,network,2.81520254251659,01200000
cat-19203,nex-19204,network,8.35109273693895,01200000
cat-19762,nex-19204,network,1.07910161103204,01200000
cat-19204,nex-19205,network,4.26914796596688,01200000
cat-19879,nex-19205,network,0.261001232987501,01200000
cat-19205,nex-19206,network,8.63234884355365,01200000
cat-19760,nex-19477,network,10.0003504521289,01200000
cat-19475,nex-19476,network,10.0034972190111,01200000
cat-19476,nex-19477,network,21.1629277508003,01200000
cat-19477,nex-19478,network,24.5546935222141,01200000
cat-19478,nex-19479,network,11.2941015930813,01200000
cat-19504,nex-19505,network,5.94450837449065,01200000
cat-19479,nex-19206,network,6.22034756544434,01200000
cat-19390,nex-19391,network,6.90449786325504,01200000
cat-19878,nex-19391,network,7.12603390166511,01200000
cat-19391,nex-19392,network,12.7536964709585,01200000
cat-19392,nex-19393,network,4.21200346952999,01200000
cat-19474,nex-19207,network,3.22785267304283,01200000
cat-19535,nex-19536,network,7.22024831698441,01200000
cat-19536,nex-19207,network,7.93079343445632,01200000
